* FASER$\nu$ $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$ $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 148
   Reaction = 'CC nup'

   NData = 145
   NColumn = 6
   ColumnType = 'Flag',2*'Bin','Sigma',2*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv_14/nu_A_1-XSFPFCC.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv_m14/nub_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 2*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat           uncor
  0         0.00012               7               0               0               0
  0         0.00012              55               0               0               0
  0         0.00012             550               0               0               0
  0         0.00012            5500               0               0               0
  0         0.00012           55000               0               0               0
  0        0.000165               7               0               0               0
  0        0.000165              55               0               0               0
  0        0.000165             550               0               0               0
  0        0.000165            5500               0               0               0
  0        0.000165           55000               0               0               0
  0        0.000225               7               0               0               0
  0        0.000225              55               0               0               0
  0        0.000225             550               0               0               0
  0        0.000225            5500               0               0               0
  0        0.000225           55000               0               0               0
  0         0.00031               7               0               0               0
  0         0.00031              55               0               0               0
  0         0.00031             550               0               0               0
  0         0.00031            5500               0               0               0
  0         0.00031           55000               0               0               0
  0        0.000425               7              -0         9534.63         9.09091
  0        0.000425              55               0               0               0
  0        0.000425             550               0               0               0
  0        0.000425            5500               0               0               0
  0        0.000425           55000               0               0               0
  0         0.00058               7               0         1502.44         11.9639
  0         0.00058              55               0               0               0
  0         0.00058             550               0               0               0
  0         0.00058            5500               0               0               0
  0         0.00058           55000               0               0               0
  0        0.000795               7               0         550.816         10.6493
  0        0.000795              55               0               0               0
  0        0.000795             550               0               0               0
  0        0.000795            5500               0               0               0
  0        0.000795           55000               0               0               0
  0        0.001095               7               0         234.823         12.1423
  0        0.001095              55               0         4385.29         9.61538
  0        0.001095             550               0               0               0
  0        0.001095            5500               0               0               0
  0        0.001095           55000               0               0               0
  0        0.001505               7              -0         126.477         13.7793
  0        0.001505              55              -0         783.982         11.1862
  0        0.001505             550               0               0               0
  0        0.001505            5500               0               0               0
  0        0.001505           55000               0               0               0
  0         0.00207               7               0         87.4817         14.9418
  0         0.00207              55              -0         308.167         9.64862
  0         0.00207             550               0               0               0
  0         0.00207            5500               0               0               0
  0         0.00207           55000               0               0               0
  0        0.002845               7               0          58.513         17.1075
  0        0.002845              55               0          134.42         12.1043
  0        0.002845             550               0               0               0
  0        0.002845            5500               0               0               0
  0        0.002845           55000               0               0               0
  1        0.003905               7         4.45262         43.8518         15.6846
  0        0.003905              55               0         66.1992          15.893
  0        0.003905             550               0               0               0
  0        0.003905            5500               0               0               0
  0        0.003905           55000               0               0               0
  1        0.005365               7         2.45847          40.796         12.3891
  1        0.005365              55         1.86835         41.4491         19.1313
  0        0.005365             550               0               0               0
  0        0.005365            5500               0               0               0
  0        0.005365           55000               0               0               0
  1         0.00737               7         1.83799         38.3204         8.68546
  1         0.00737              55        0.725146         26.4882         21.4598
  0         0.00737             550               0               0               0
  0         0.00737            5500               0               0               0
  0         0.00737           55000               0               0               0
  1        0.010125               7        0.972794          34.125         3.33821
  1        0.010125              55        0.748417         16.7873         22.7586
  0        0.010125             550              -0         2635.23         7.63889
  0        0.010125            5500               0               0               0
  0        0.010125           55000               0               0               0
  1         0.01391               7        0.821775         32.9945         2.25979
  1         0.01391              55        0.827741         13.3303         22.7918
  0         0.01391             550               0         409.994         6.20272
  0         0.01391            5500               0               0               0
  0         0.01391           55000               0               0               0
  1         0.01911               7        0.588819         34.6749         5.21604
  1         0.01911              55        0.808319          12.497          20.659
  0         0.01911             550               0         140.521         5.05104
  0         0.01911            5500               0               0               0
  0         0.01911           55000               0               0               0
  1        0.026255               7        0.466321         34.0182         8.93134
  1        0.026255              55        0.470062         10.6014         17.0534
  0        0.026255             550              -0         58.6611         6.05672
  0        0.026255            5500               0               0               0
  0        0.026255           55000               0               0               0
  1         0.03607               7        0.477686         43.4341         16.1443
  1         0.03607              55        0.388101         10.2131         11.1867
  1         0.03607             550        0.182699         31.0648         9.74163
  0         0.03607            5500               0               0               0
  0         0.03607           55000               0               0               0
  0        0.049555               7               0         107.059         23.2235
  1        0.049555              55         0.26671         11.4858         4.02395
  1        0.049555             550       0.0494047         21.1958         12.5354
  0        0.049555            5500               0               0               0
  0        0.049555           55000               0               0               0
  0         0.06808               7               0               0               0
  1         0.06808              55        0.164144         10.5835         3.25549
  1         0.06808             550       0.0990382         13.5168         13.2379
  0         0.06808            5500               0               0               0
  0         0.06808           55000               0               0               0
  0         0.09353               7               0               0               0
  1         0.09353              55        0.102168         9.98473         4.09557
  1         0.09353             550       0.0776844         10.0161         11.7199
  0         0.09353            5500               0         4152.27         22.4138
  0         0.09353           55000               0               0               0
  0          0.1285               7               0               0               0
  1          0.1285              55       0.0679974         11.3742         6.54227
  1          0.1285             550       0.0420803         9.68047         7.20999
  0          0.1285            5500               0         385.271         10.2271
  0          0.1285           55000               0               0               0
  0         0.17654               7               0               0               0
  1         0.17654              55        0.046482         12.2808         10.8272
  1         0.17654             550       0.0282502          8.5634         1.03291
  0         0.17654            5500               0         114.245           21.55
  0         0.17654           55000               0               0               0
  0         0.24253               7               0               0               0
  1         0.24253              55       0.0323472         13.7823         17.4683
  1         0.24253             550       0.0180126         7.29028         3.30726
  0         0.24253            5500               0         51.1432         23.6116
  0         0.24253           55000               0               0               0
  0         0.33319               7               0               0               0
  1         0.33319              55        0.014918         21.2544          29.464
  1         0.33319             550      0.00782839         7.46237         2.16425
  1         0.33319            5500      0.00632619         34.0389         16.9451
  0         0.33319           55000               0               0               0
  0        0.457745               7               0               0               0
  0        0.457745              55               0         51.1333         62.1388
  1        0.457745             550      0.00257785         7.93284         4.77324
  1        0.457745            5500      0.00134608         23.3235         8.90323
  0        0.457745           55000               0               0               0
  0        0.628865               7               0               0               0
  0        0.628865              55               0               0               0
  1        0.628865             550     0.000538647         7.69222         9.10005
  1        0.628865            5500     0.000117815         15.5711         4.94759
  0        0.628865           55000               0               0               0
  0         0.86395               7               0               0               0
  0         0.86395              55               0               0               0
  1         0.86395             550     8.21854e-05         10.3854         14.2644
  1         0.86395            5500     1.81051e-05         15.4239         2.39457
  0         0.86395           55000               0               0               0
