* FASER$\nu$2 $\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 $\bar{\nu}_{\mu}$'
   IndexDataset = 141
   Reaction = 'CC nup'

   NData = 145
   NColumn = 5
   ColumnType = 'Flag',2*'Bin','Sigma',1*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_m14/nub_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 1*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat
  1        0.005365              55         0.87122         17.4003
  0        0.005365             550               0               0
  0        0.005365            5500               0               0
  0        0.005365           55000               0               0
  1         0.00737               7        0.764838         8.26457
  1         0.00737              55        0.550644         10.9051
  0         0.00737             550               0               0
  0         0.00737            5500               0               0
  0         0.00737           55000               0               0
  1        0.010125               7        0.536478          6.3149
  1        0.010125              55         0.44845         6.78852
  0        0.010125             550              -0         5121.05
  0        0.010125            5500               0               0
  0        0.010125           55000               0               0
  1         0.01391               7        0.408046         5.54363
  1         0.01391              55        0.365569         5.12993
  0         0.01391             550               0         445.982
  0         0.01391            5500               0               0
  0         0.01391           55000               0               0
  1         0.01911               7         0.29953         5.43109
  1         0.01911              55        0.291257         4.33972
  0         0.01911             550               0         94.1899
  0         0.01911            5500               0               0
  0         0.01911           55000               0               0
  1        0.026255               7        0.221659         4.51577
  1        0.026255              55        0.206973         3.10899
  1        0.026255             550       0.0596167         29.7178
  0        0.026255            5500               0               0
  0        0.026255           55000               0               0
  1         0.03607               7        0.167152         4.07394
  1         0.03607              55         0.15599         2.52685
  1         0.03607             550       0.0810953         13.7785
  0         0.03607            5500               0               0
  0         0.03607           55000               0               0
  1        0.049555               7        0.116127         4.24185
  1        0.049555              55        0.112169         2.44653
  1        0.049555             550       0.0440431         8.96148
  0        0.049555            5500               0               0
  0        0.049555           55000               0               0
  1         0.06808               7       0.0820038         3.68164
  1         0.06808              55       0.0773014         1.98895
  1         0.06808             550       0.0360116         5.13757
  0         0.06808            5500               0               0
  0         0.06808           55000               0               0
  1         0.09353               7       0.0593397          3.4285
  1         0.09353              55       0.0523893         1.72866
  1         0.09353             550       0.0224468         3.43612
  0         0.09353            5500               0         9308.33
  0         0.09353           55000               0               0
  1          0.1285               7       0.0382259         3.64122
  1          0.1285              55       0.0348017         1.83516
  1          0.1285             550       0.0132674         3.15641
  0          0.1285            5500               0         658.586
  0          0.1285           55000               0               0
  1         0.17654               7       0.0269353         3.70365
  1         0.17654              55       0.0222155         1.68331
  1         0.17654             550       0.0086568         2.44471
  0         0.17654            5500               0          103.41
  0         0.17654           55000               0               0
  1         0.24253               7        0.016429         3.60502
  1         0.24253              55       0.0131153         1.52105
  1         0.24253             550      0.00545824         1.90397
  1         0.24253            5500      0.00163276         32.3306
  0         0.24253           55000               0               0
  1         0.33319               7      0.00878862         3.88549
  1         0.33319              55       0.0065315          1.7025
  1         0.33319             550      0.00279525         1.99575
  1         0.33319            5500     0.000610495         21.1856
  0         0.33319           55000               0               0
  1        0.457745               7      0.00363357         4.84777
  1        0.457745              55       0.0024543         1.89266
  1        0.457745             550      0.00105838         2.11145
  1        0.457745            5500     0.000145441         15.4989
  0        0.457745           55000               0               0
  1        0.628865               7       0.0010018         5.57598
  1        0.628865              55     0.000500087         1.73276
  1        0.628865             550      0.00021993         1.75891
  1        0.628865            5500     1.68884e-05         8.55265
  0        0.628865           55000               0               0
  1         0.86395               7     9.92618e-05         7.04855
  1         0.86395              55      5.3498e-05         2.16545
  1         0.86395             550     2.53357e-05         2.02962
  1         0.86395            5500     1.94975e-06         7.10815
  0         0.86395           55000               0               0
