PdfType: error
Format: lhagrid1
---
1.01563000e-06 1.24050000e-06 1.51514000e-06 1.85060000e-06 2.26033000e-06 2.76077000e-06 3.37202000e-06 4.11859000e-06 5.03046000e-06 6.14421000e-06 7.50456000e-06 9.16609000e-06 1.11955000e-05 1.36742000e-05 1.67017000e-05 2.03995000e-05 2.49160000e-05 3.04325000e-05 3.71703000e-05 4.53999000e-05 5.54516000e-05 6.77287000e-05 8.27241000e-05 1.01039000e-04 1.23410000e-04 1.50733000e-04 1.84106000e-04 2.24867000e-04 2.74654000e-04 3.35463000e-04 4.09735000e-04 5.00451000e-04 6.11253000e-04 7.46586000e-04 9.11882000e-04 1.11378000e-03 1.36037000e-03 1.66156000e-03 2.02943000e-03 2.47875000e-03 3.02755000e-03 3.69786000e-03 4.51658000e-03 5.51656000e-03 6.73795000e-03 8.22975000e-03 1.00518000e-02 1.22773000e-02 1.49956000e-02 1.83156000e-02 2.23708000e-02 2.73237000e-02 3.33733000e-02 4.07622000e-02 4.97871000e-02 6.08101000e-02 7.42736000e-02 9.07180000e-02 1.10803000e-01 1.35335000e-01 1.44665000e-01 1.54638000e-01 1.65299000e-01 1.76694000e-01 1.88876000e-01 2.01897000e-01 2.15815000e-01 2.30693000e-01 2.46597000e-01 2.63597000e-01 2.81769000e-01 3.01194000e-01 3.21958000e-01 3.44154000e-01 3.67879000e-01 3.93241000e-01 4.20350000e-01 4.49329000e-01 4.80305000e-01 5.13417000e-01 5.48812000e-01 5.61144000e-01 5.73753000e-01 5.86646000e-01 5.99829000e-01 6.13307000e-01 6.27089000e-01 6.41180000e-01 6.55588000e-01 6.70320000e-01 6.85383000e-01 7.00784000e-01 7.16531000e-01 7.32632000e-01 7.49095000e-01 7.65928000e-01 7.83139000e-01 8.00737000e-01 8.18731000e-01 8.24818000e-01 8.30950000e-01 8.37128000e-01 8.43352000e-01 8.49623000e-01 8.55940000e-01 8.62303000e-01 8.68715000e-01 8.75173000e-01 8.81680000e-01 8.88235000e-01 8.94839000e-01 9.01492000e-01 9.08195000e-01 9.14947000e-01 9.21750000e-01 9.28603000e-01 9.35507000e-01 9.42462000e-01 9.49470000e-01 9.56529000e-01 9.63640000e-01 9.70805000e-01 9.78023000e-01 9.85294000e-01 9.92620000e-01 1.00000000e+00 
1.40010000e+00 1.40375000e+00 1.59702000e+00 1.82674000e+00 2.10334000e+00 2.43864000e+00 2.84796000e+00 3.35137000e+00 3.97532000e+00 4.75500000e+00 5.77215000e+00 7.07572000e+00 8.76319000e+00 1.09707000e+01 1.38906000e+01 1.77979000e+01 2.30905000e+01 3.03521000e+01 4.04498000e+01 5.46914000e+01 7.50774000e+01 1.04717000e+02 1.48522000e+02 2.14385000e+02 3.15217000e+02 4.72542000e+02 7.22951000e+02 1.12995500e+03 1.80616500e+03 2.95593500e+03 4.95886500e+03 8.53814500e+03 1.51079000e+04 2.75107100e+04 5.16275000e+04 1.00000000e+05 
-5 -4 -3 -2 -1 1 2 3 4 5 21 
0.00000000e+00 -2.42432177e-01 4.99507836e-01 7.53937327e-01 7.16701702e-01 7.16810275e-01 7.53963886e-01 4.99458538e-01 -2.42458687e-01 0.00000000e+00 -2.80006699e+00 
0.00000000e+00 -2.39873535e-01 5.02022593e-01 7.56360572e-01 7.19154650e-01 7.19263777e-01 7.56387908e-01 5.01973030e-01 -2.39899896e-01 0.00000000e+00 -2.80037624e+00 
0.00000000e+00 -1.07091327e-01 6.32708352e-01 8.82769976e-01 8.46941941e-01 8.47077745e-01 8.82838767e-01 6.32648233e-01 -1.07106805e-01 0.00000000e+00 -2.50873174e+00 
0.00000000e+00 4.50314851e-02 7.82794022e-01 1.02886941e+00 9.94312322e-01 9.94473684e-01 1.02897925e+00 7.82722066e-01 4.50257217e-02 0.00000000e+00 -1.49636833e+00 
0.00000000e+00 2.21368224e-01 9.57136677e-01 1.19945640e+00 1.16608184e+00 1.16626864e+00 1.19960710e+00 9.57051684e-01 2.21371226e-01 0.00000000e+00 4.28872780e-01 
0.00000000e+00 4.26117639e-01 1.15993402e+00 1.39869997e+00 1.36643343e+00 1.36664603e+00 1.39889380e+00 1.15983558e+00 4.26128468e-01 0.00000000e+00 3.46276087e+00 
0.00000000e+00 6.63669173e-01 1.39557184e+00 1.63096671e+00 1.59973809e+00 1.59997614e+00 1.63120144e+00 1.39545820e+00 6.63687284e-01 0.00000000e+00 7.80431620e+00 
0.00000000e+00 9.38637659e-01 1.66866272e+00 1.90084602e+00 1.87059640e+00 1.87085889e+00 1.90112332e+00 1.66853366e+00 9.38662310e-01 0.00000000e+00 1.36561178e+01 
0.00000000e+00 1.25586148e+00 1.98404291e+00 2.21315781e+00 2.18383240e+00 2.18412060e+00 2.21347790e+00 1.98389675e+00 1.25589329e+00 0.00000000e+00 2.12236902e+01 
-3.72285527e-01 1.62014256e+00 2.34645947e+00 2.57254158e+00 2.54412194e+00 2.54443452e+00 2.57290621e+00 2.34629537e+00 1.62017919e+00 -3.72285515e-01 3.18760460e+01 
8.21670596e-02 2.05963532e+00 2.78412748e+00 3.00735291e+00 2.97977236e+00 2.98011180e+00 3.00776318e+00 2.78394622e+00 2.05967670e+00 8.21717257e-02 4.30565854e+01 
5.98841590e-01 2.56164653e+00 3.28432252e+00 3.50478007e+00 3.47800391e+00 3.47837013e+00 3.50523729e+00 3.28412234e+00 2.56169281e+00 5.98850593e-01 5.66285484e+01 
1.18488476e+00 3.13329927e+00 3.85416632e+00 4.07193846e+00 4.04593313e+00 4.04632691e+00 4.07244462e+00 3.85394653e+00 3.13335126e+00 1.18489762e+00 7.28464850e+01 
1.84785974e+00 3.78213803e+00 4.50120197e+00 4.71636406e+00 4.69109912e+00 4.69152089e+00 4.71691965e+00 4.50095969e+00 3.78219328e+00 1.84787754e+00 9.19709400e+01 
