vpid hpid x y z0 thx thy en p1 p2 x1 x2 q w n
-16 431 0.02728826 0.0535012 1500 1.8263e-05 3.556e-05 9727.0 21 21 0.1401 1.0127e-06 2.1496 21.730999999999998 1479
-16 431 -0.007536782 -0.09922070000000001 1500 -5.1341e-06 -6.6285e-05 8163.2 21 21 0.33207 2.1256e-07 0.98972 25.894000000000002 8533
-16 431 -0.08769927999999999 -0.03016168 1500 -5.8263999999999996e-05 -2.0384e-05 13252.0 21 21 0.1401 1.0127e-06 2.1496 15.950999999999999 1479
-16 431 0.14603864000000003 -0.08905918 1500 9.733200000000001e-05 -5.9508999999999996e-05 2451.0 21 21 0.33207 2.1256e-07 0.98972 86.243 8533
-16 431 0.02801038 -0.07550448 1500 1.8569e-05 -5.0023999999999994e-05 9040.8 21 21 0.33207 2.1256e-07 0.98972 23.381 8533
-16 431 0.1530456 -0.03954654 1500 0.00010178 -2.6476999999999997e-05 4990.0 21 21 0.53663 6.3591000000000005e-09 1.1657 42.361000000000004 2702
-16 431 -0.07059764 -0.09252638 1500 -4.6782e-05 -6.1869e-05 10959.0 21 21 0.1401 1.0127e-06 2.1496 19.288 1479
-16 -431 0.00118173 0.004970192 1500 1.0115e-06 3.0295999999999998e-06 4857.9 21 21 0.29433000000000004 9.273799999999999e-08 1.6319 43.513000000000005 5951
-16 431 -0.042374 -0.05627064 1500 -2.82e-05 -3.7432e-05 9488.6 21 21 0.48165 6.3419e-08 1.42 22.276999999999997 17401
-16 431 0.002210588 -0.14436748 1500 1.5594e-06 -9.617399999999999e-05 3943.1 2 21 0.57201 2.9306e-08 1.157 53.608000000000004 16413
-16 431 0.048118839999999996 -0.1582156 1500 3.2341999999999996e-05 -0.00010528 1534.9 21 21 0.19466 1.2741e-07 2.7612 137.72 3069
-16 -431 0.0260331 0.04288206 1500 1.7405e-05 2.8953000000000002e-05 4393.8 21 21 0.29433000000000004 9.273799999999999e-08 1.6319 48.108999999999995 5951
-16 -431 -0.08432492000000001 0.11490934 1500 -5.5946e-05 7.6617e-05 1936.8 21 21 0.35867 2.9318000000000003e-05 6.1097 109.14 18907
-16 -431 -0.02750802 -0.04012082 1500 -1.8350999999999998e-05 -2.6490999999999998e-05 3651.4 21 21 0.29433000000000004 9.273799999999999e-08 1.6319 57.89 5951
-16 431 -0.06222662 0.02784362 1500 -4.128100000000001e-05 1.8631e-05 13824.0 21 21 0.1401 1.0127e-06 2.1496 15.290999999999999 1479
-16 -431 -0.17826619999999999 0.06642777999999999 1500 -0.00011881 4.4439e-05 805.31 2 21 0.51126 6.0765e-09 0.9368200000000001 262.48 9442
-16 431 0.030196380000000002 -0.1496708 1500 1.9869000000000002e-05 -0.00010004 6812.4 21 21 0.33207 2.1256e-07 0.98972 31.029 8533
-16 -431 -0.1579782 -0.03277388 1500 -0.00010541 -2.1994e-05 1029.7 21 21 0.34231 1.2704000000000002e-06 1.1298 205.28 3842
-16 431 -0.01732086 0.024084759999999997 1500 -1.1393e-05 1.6338e-05 1365.6 21 21 6.895e-05 0.0095302 4.9418 154.79 16790
-16 431 0.012709403999999997 -0.0014551476 1500 8.460199999999999e-06 -8.3838e-07 11718.0 21 21 0.1401 1.0127e-06 2.1496 18.039 1479
-16 431 -0.13314952000000002 0.14029096 1500 -8.8676e-05 9.3648e-05 4233.9 21 21 0.14916 4.0625999999999996e-08 2.2224 49.926 1371
-16 431 -4.223834000000001e-05 0.017807860000000002 1500 6.6433e-08 1.2243e-05 20452.0 21 21 0.1401 1.0127e-06 2.1496 10.335 1479
-16 431 -0.16842479999999999 -0.08352502 1500 -0.00011224 -5.5701e-05 5239.5 21 21 0.26050999999999996 8.3713e-08 1.9103 40.344 19433
-16 -431 -0.0225835 -0.1206686 1500 -1.4925e-05 -8.043e-05 297.37 21 21 0.23794 2.2743999999999998e-06 7.6991 710.83 13932
-16 431 -0.09880830000000002 -0.1751974 1500 -6.5665e-05 -0.00011687 4513.7 2 21 0.57201 2.9306e-08 1.157 46.831 16413
-16 431 -0.060633580000000006 0.0064898080000000006 1500 -4.0729e-05 4.4704000000000004e-06 6592.4 21 21 0.10892 9.3416e-06 1.629 32.064 11981
-16 431 -0.14100914 0.14245448 1500 -9.410700000000001e-05 9.502399999999999e-05 7306.2 2 21 0.57201 2.9306e-08 1.157 28.932 16413
-16 431 0.05923134000000001 -0.10261605999999998 1500 3.9217e-05 -6.8153e-05 8038.4 21 21 0.1401 1.0127e-06 2.1496 26.296 1479
-16 431 0.007728499999999999 -0.08331572 1500 5.175e-06 -5.5486000000000004e-05 15377.0 21 21 0.48165 6.3419e-08 1.42 13.747 17401
-16 -431 -0.02460714 -0.192117 1500 -1.6507e-05 -0.00012835 1564.0 21 21 0.35867 2.9318000000000003e-05 6.1097 135.15 18907
-16 431 -0.055667060000000004 0.13701645999999998 1500 -3.7203e-05 9.117299999999999e-05 6010.0 21 21 0.10892 9.3416e-06 1.629 35.172 11981
-16 -431 -0.05644206 -0.149926 1500 -3.7453e-05 -0.0001003 1487.6 21 21 0.25559 2.4854e-08 0.89443 142.1 15835
-16 431 0.04148838 0.14615996 1500 2.7969e-05 9.7598e-05 5907.3 21 21 0.10892 9.3416e-06 1.629 35.783 11981
-16 431 -0.02927676 -0.04604734 1500 -1.9438e-05 -3.1017e-05 4058.2 21 21 0.24977 4.9685e-06 5.0216 52.086999999999996 18784
-16 431 0.1723812 0.059711780000000006 1500 0.00011506 4.0139e-05 4886.2 21 21 0.33207 2.1256e-07 0.98972 43.261 8533
-16 -431 0.12338671999999999 0.056467239999999995 1500 8.2536e-05 3.7761999999999995e-05 2469.1 21 21 0.29433000000000004 9.273799999999999e-08 1.6319 85.611 5951
-16 431 -0.11483496000000001 -0.10700090000000001 1500 -7.634800000000001e-05 -7.1295e-05 5265.2 21 21 0.16504000000000002 3.9644e-06 3.1982 40.147 809
-16 431 -0.06570496 0.11582071999999999 1500 -4.3848000000000004e-05 7.7236e-05 5001.9 21 21 0.53663 6.3591000000000005e-09 1.1657 42.26 2702
-16 -431 -0.10337212 0.04430212 1500 -6.8806e-05 2.9306e-05 680.9 21 21 0.007134899999999999 1.8696e-05 8.6684 310.44 12761
-16 -431 0.13096604 0.0159403 1500 8.720200000000001e-05 1.0765e-05 1177.4 21 21 0.14864000000000002 4.9896e-06 1.5886 179.53 14532
-16 431 -0.07953596 -0.12580548 1500 -5.2898e-05 -8.3574e-05 9904.8 2 21 0.57201 2.9306e-08 1.157 21.340999999999998 16413
-16 431 -0.036474019999999996 -0.09250612 1500 -2.4650999999999998e-05 -6.2006e-05 16233.0 21 21 0.48165 6.3419e-08 1.42 13.022 17401
-16 431 -0.10973684 0.03642194 1500 -7.3242e-05 2.4246999999999997e-05 5183.2 21 21 0.53663 6.3591000000000005e-09 1.1657 40.782 2702
-16 431 -0.07398894 -0.180888 1500 -4.9097e-05 -0.0001204 3815.2 21 21 0.17072 9.2735e-08 2.717 55.405 15356
-16 431 0.02171118 -0.09238392000000001 1500 1.4609e-05 -6.1896e-05 6829.9 21 21 0.10892 9.3416e-06 1.629 30.949 11981
-16 431 0.1652444 -0.008456722 1500 0.00011022 -5.7811000000000004e-06 6836.7 21 21 0.33486 6.476e-06 2.7078 30.919 13981
-16 431 -0.029054120000000003 -0.1781814 1500 -1.9406e-05 -0.00011907 4717.9 21 21 0.16504000000000002 3.9644e-06 3.1982 44.803999999999995 809
-16 -431 -0.167977 -0.0017257680000000001 1500 -0.00011185 -1.3684e-06 1052.1 21 21 0.14864000000000002 4.9896e-06 1.5886 200.91 14532
-16 431 0.01878494 0.02997196 1500 1.2397e-05 2.0198e-05 11785.0 21 21 0.1401 1.0127e-06 2.1496 17.936 1479
-16 431 -0.02370538 -0.0387996 1500 -1.5819000000000002e-05 -2.598e-05 14314.0 21 21 0.1401 1.0127e-06 2.1496 14.767000000000001 1479
-16 431 -0.05217363999999999 -0.0020128539999999997 1500 -3.4581999999999995e-05 -1.2577e-06 18307.0 21 21 0.1401 1.0127e-06 2.1496 11.546 1479
-16 431 0.10518411999999999 -0.10614504 1500 6.9906e-05 -7.0652e-05 6055.2 21 21 0.33486 6.476e-06 2.7078 34.909 13981
-16 -431 0.001625088 -0.03634772 1500 1.0344e-06 -2.4086e-05 4445.3 21 21 0.29433000000000004 9.273799999999999e-08 1.6319 47.552 5951
-16 431 0.014273174 -0.0736348 1500 9.4737e-06 -4.924e-05 13504.0 21 21 0.48165 6.3419e-08 1.42 15.652999999999999 17401
-16 431 -0.045228199999999996 0.01872168 1500 -2.991e-05 1.2384e-05 4841.3 21 21 0.16504000000000002 3.9644e-06 3.1982 43.662 809
-16 431 -0.019723659999999997 0.06971733999999999 1500 -1.3032999999999999e-05 4.6516999999999995e-05 3822.1 21 21 0.17072 9.2735e-08 2.717 55.305 15356
-16 431 0.05612864000000001 0.12795505999999998 1500 3.7332e-05 8.510299999999999e-05 4444.1 21 21 0.24059 1.3365e-06 3.1876 47.56399999999999 9782
-16 -431 0.09250628 -0.1728136 1500 6.1614e-05 -0.00011518 1317.9 2 21 0.51126 6.0765e-09 0.9368200000000001 160.39 9442
-16 431 -0.03120282 -0.1947286 1500 -2.0591e-05 -0.00012993 6396.0 21 21 0.10892 9.3416e-06 1.629 33.049 11981
-16 431 -0.0258431 -0.055559460000000005 1500 -1.7405e-05 -3.7323e-05 13201.0 21 21 0.1401 1.0127e-06 2.1496 16.012 1479
-16 431 0.05062618 -0.05971676000000001 1500 3.3859e-05 -3.9938e-05 3396.3 21 21 0.0033579 0.00020281 16.305999999999997 62.239 7621
-16 431 0.18316159999999998 -0.047447060000000006 1500 0.00012208 -3.1703000000000005e-05 8467.3 21 21 0.33486 6.476e-06 2.7078 24.964000000000002 13981
-16 431 -0.10682834 0.051671459999999995 1500 -7.1567e-05 3.4423e-05 10917.0 21 21 0.1401 1.0127e-06 2.1496 19.363 1479
-16 431 -0.0275867 -0.1890988 1500 -1.8585e-05 -0.00012594 5428.2 21 21 0.24977 4.9685e-06 5.0216 38.941 18784
-16 431 -0.08177464 -0.01491338 1500 -5.4632e-05 -9.719e-06 10667.0 21 21 0.1401 1.0127e-06 2.1496 19.816 1479
-16 431 -0.00017336474 -0.0970892 1500 2.6113e-08 -6.496e-05 11060.0 21 21 0.48165 6.3419e-08 1.42 19.112000000000002 17401
-16 431 0.1415702 -0.01903838 1500 9.451e-05 -1.2469e-05 3926.9 21 21 0.53663 6.3591000000000005e-09 1.1657 53.82899999999999 2702
-16 431 0.12108468 -0.0220543 1500 8.1034e-05 -1.4465e-05 6740.3 21 21 0.53663 6.3591000000000005e-09 1.1657 31.361 2702
-16 431 -0.13008836 -0.09314947999999999 1500 -8.651799999999999e-05 -6.2274e-05 3477.3 21 21 0.17072 9.2735e-08 2.717 60.788999999999994 15356
-16 431 -0.060198360000000006 -0.030968139999999998 1500 -4.0018e-05 -2.0557e-05 5608.4 21 21 0.24977 4.9685e-06 5.0216 37.69 18784
-16 -431 -0.12017166000000001 0.01869704 1500 -8.043300000000001e-05 1.2252e-05 2897.3 21 21 0.35867 2.9318000000000003e-05 6.1097 72.958 18907
-16 431 -0.11641786 -0.03653284 1500 -7.7743e-05 -2.4542e-05 242.48 21 21 0.019083000000000003 0.00017184 3.2773 871.75 19289
-16 431 -0.02550966 -0.182277 1500 -1.6833e-05 -0.00012185 4137.2 21 21 0.53663 6.3591000000000005e-09 1.1657 51.093 2702
-16 431 -0.13553302 -0.07826907999999999 1500 -9.060100000000001e-05 -5.2254e-05 7143.6 21 21 0.48165 6.3419e-08 1.42 29.59 17401
-16 431 -0.0883333 0.034125779999999994 1500 -5.8915e-05 2.2839e-05 5881.2 2 21 0.57201 2.9306e-08 1.157 35.942 16413
-16 431 0.09969887999999999 0.02505496 1500 6.6744e-05 1.6848e-05 7350.6 21 21 0.17072 9.2735e-08 2.717 28.756999999999998 15356
-16 431 0.03801138 0.025866780000000006 1500 2.5619e-05 1.7389000000000002e-05 15649.0 21 21 0.1401 1.0127e-06 2.1496 13.508 1479
-16 -431 -0.040905 0.05903382 1500 -2.725e-05 3.9141e-05 2854.6 21 21 0.35867 2.9318000000000003e-05 6.1097 74.04899999999999 18907
-16 -431 0.13400422 -0.06477986 1500 8.966100000000001e-05 -4.3343e-05 359.06 21 21 0.010314 3.7741000000000004e-06 8.8667 588.71 3889
-16 431 -0.022780019999999998 0.05538498 1500 -1.5450999999999998e-05 3.6799e-05 12455.0 21 21 0.1401 1.0127e-06 2.1496 16.972 1479
-16 -431 -0.1533326 -0.12422342 1500 -0.00010213 -8.3121e-05 1051.0 21 21 0.34231 1.2704000000000002e-06 1.1298 201.12 3842
-16 431 0.10765368 0.08307308 1500 7.1484e-05 5.5453999999999995e-05 6676.5 21 21 0.53663 6.3591000000000005e-09 1.1657 31.66 2702
-16 431 0.040085619999999995 0.13408766 1500 2.6731e-05 8.923299999999999e-05 7714.3 21 21 0.1401 1.0127e-06 2.1496 27.401 1479
-16 431 -0.19106759999999998 0.10306672 1500 -0.00012738 6.853600000000001e-05 4846.3 21 21 0.1401 1.0127e-06 2.1496 43.617 1479
-16 431 -0.025429860000000002 0.0651952 1500 -1.6843e-05 4.376e-05 5901.1 21 21 0.16580999999999999 3.2044e-08 1.3352 35.821 6593
-16 -431 0.13397522 -0.12392420000000001 1500 8.921100000000001e-05 -8.271e-05 1768.7 21 21 0.34231 1.2704000000000002e-06 1.1298 119.51 3842
-16 431 -0.12037044 -0.09675410000000001 1500 -8.0422e-05 -6.4455e-05 9566.0 21 21 0.48165 6.3419e-08 1.42 22.096999999999998 17401
-16 431 0.1108189 0.01737338 1500 7.4195e-05 1.1719e-05 2021.3 21 21 0.33608000000000005 1.259e-05 1.9342 104.58 7665
-16 431 -0.03994578 0.0490547 1500 -2.6839000000000002e-05 3.2985e-05 7927.3 21 21 0.10892 9.3416e-06 1.629 26.665 11981
-16 431 -0.0217681 -0.05177353999999999 1500 -1.4655e-05 -3.4327e-05 5625.7 21 21 0.11802 8.4226e-06 1.8777 37.574 1514
-16 -431 -0.11661224 -0.0634178 1500 -7.7512e-05 -4.239e-05 558.71 21 21 0.1888 3.3721e-06 2.5103 378.34 627
-16 431 0.03036192 -0.06490346 1500 2.0296e-05 -4.3523e-05 5702.1 2 21 0.57201 2.9306e-08 1.157 37.071 16413
-16 431 -0.08349834 -0.06534424 1500 -5.5567e-05 -4.3611999999999995e-05 3209.9 21 21 0.1401 1.0127e-06 2.1496 65.85300000000001 1479
-16 431 0.04397158 0.05565978 1500 2.9129000000000002e-05 3.7039e-05 4539.1 21 21 0.25488 3.0389e-06 1.84 46.568999999999996 15544
-16 431 0.10482797999999999 0.0629625 1500 6.994899999999999e-05 4.1875e-05 10736.0 21 21 0.1401 1.0127e-06 2.1496 19.689 1479
-16 431 -0.13991352 0.004515306 1500 -9.337600000000001e-05 2.7502999999999997e-06 6032.0 21 21 0.26050999999999996 8.3713e-08 1.9103 35.043 19433
-16 431 -0.09823074000000001 -0.03497156 1500 -6.5687e-05 -2.3678000000000003e-05 11272.0 2 21 0.57201 2.9306e-08 1.157 18.753 16413
-16 -431 -0.037326639999999994 -0.11872588 1500 -2.4732e-05 -7.9094e-05 1489.5 21 21 0.34231 1.2704000000000002e-06 1.1298 141.91 3842
-16 431 -0.1449896 -0.19274200000000002 1500 -9.698e-05 -0.0001286 5669.0 21 21 0.33207 2.1256e-07 0.98972 37.287 8533
-16 431 -0.18865279999999998 0.07430289999999999 1500 -0.00012564 4.9395e-05 5021.9 21 21 0.48165 6.3419e-08 1.42 42.092 17401
-16 431 0.02348902 0.07545506 1500 1.5901e-05 5.0103000000000005e-05 6867.6 21 21 0.16580999999999999 3.2044e-08 1.3352 30.779 6593
-16 431 -0.010999738 0.03893154 1500 -7.3919e-06 2.6226999999999998e-05 3259.0 21 21 0.26050999999999996 8.3713e-08 1.9103 64.861 19433
-16 431 -0.05776343999999999 -0.13640052 1500 -3.8571999999999996e-05 -9.0726e-05 12859.0 21 21 0.48165 6.3419e-08 1.42 16.438 17401
-16 431 -0.0839938 0.006150762000000001 1500 -5.569e-05 4.3831000000000004e-06 11311.0 21 21 0.1401 1.0127e-06 2.1496 18.688 1479
-16 431 -0.06055324 0.013014256000000002 1500 -4.0561999999999996e-05 8.5728e-06 13546.0 21 21 0.1401 1.0127e-06 2.1496 15.605 1479
-16 431 -0.10131351999999999 -0.08160298 1500 -6.7876e-05 -5.4699e-05 6050.1 21 21 0.33207 2.1256e-07 0.98972 34.938 8533
-16 431 0.0492214 0.1017778 1500 3.257e-05 6.789e-05 5285.2 21 21 0.1401 1.0127e-06 2.1496 39.995 1479
-16 431 -0.04971226000000001 -0.020687940000000002 1500 -3.3463e-05 -1.4047000000000001e-05 12439.0 21 21 0.1401 1.0127e-06 2.1496 16.993 1479
-16 431 -0.18784679999999998 -0.0014332252 1500 -0.00012534 -7.482600000000001e-07 9543.9 21 21 0.26050999999999996 8.3713e-08 1.9103 22.148000000000003 19433
-16 431 -0.180727 0.0811196 1500 -0.00012035 5.398e-05 4252.5 21 21 0.14916 4.0625999999999996e-08 2.2224 49.707 1371
-16 431 -0.012606476000000002 0.10387048000000002 1500 -8.1338e-06 6.9324e-05 6742.0 21 21 0.53663 6.3591000000000005e-09 1.1657 31.353 2702
-16 431 -0.10803088 0.11743935999999999 1500 -7.1844e-05 7.8068e-05 4964.0 21 21 0.24059 1.3365e-06 3.1876 42.583 9782
-16 431 -0.046288060000000006 -0.051522939999999996 1500 -3.0753e-05 -3.4297e-05 8577.7 21 21 0.48165 6.3419e-08 1.42 24.643 17401
-16 431 0.14058806000000001 -0.05622048 1500 9.3753e-05 -3.7824e-05 4640.7 21 21 0.17072 9.2735e-08 2.717 45.549 15356
-16 431 0.14601798 0.14795555999999999 1500 9.7449e-05 9.8878e-05 5422.3 21 21 0.16580999999999999 3.2044e-08 1.3352 38.984 6593
-16 431 0.1718142 -0.008862674000000001 1500 0.00011471 -5.6987e-06 5820.2 21 21 0.1401 1.0127e-06 2.1496 36.318000000000005 1479
-16 431 0.06196848 -0.07203746 1500 4.1224e-05 -4.8223e-05 11878.0 21 21 0.48165 6.3419e-08 1.42 17.796 17401
-16 431 0.10628067999999999 0.04092464 1500 7.083399999999999e-05 2.7632e-05 4315.6 21 21 0.17072 9.2735e-08 2.717 48.981 15356
-16 431 0.13153182000000002 0.07958067999999999 1500 8.8041e-05 5.3333999999999995e-05 3822.6 21 21 0.33207 2.1256e-07 0.98972 55.298 8533
-16 431 -0.16279459999999998 -0.0075443 1500 -0.00010873 -4.965e-06 4252.5 21 21 0.33207 2.1256e-07 0.98972 49.707 8533
-16 431 0.02098826 -0.1783284 1500 1.3763e-05 -0.00011892 10477.0 21 21 0.48165 6.3419e-08 1.42 20.176 17401
-16 431 -0.05424374 -0.12350359999999999 1500 -3.5836999999999996e-05 -8.218e-05 12817.0 21 21 0.48165 6.3419e-08 1.42 16.492 17401
-16 431 -0.04589522 0.04637772 1500 -3.0711e-05 3.1086e-05 6202.1 21 21 0.11802 8.4226e-06 1.8777 34.082 1514
