* FASER$\nu$2 $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 $\nu_{\mu}$'
   IndexDataset = 140
   Reaction = 'CC nup'

   NData = 145
   NColumn = 7
   ColumnType = 'Flag',2*'Bin','Sigma',3*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor','syst:C'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_14/nu_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 3*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat           uncor          syst:C
  1        0.003905               7          2.5633         7.74737         1.04827         1.04827
  1        0.003905              55         2.65522         13.3545        0.913436        0.913436
  0        0.003905             550               0               0               0               0
  0        0.003905            5500               0               0               0               0
  0        0.003905           55000               0               0               0               0
  1        0.005365               7         1.66725         6.41287        0.678015        0.678015
  1        0.005365              55         1.72346         8.67386         1.02749         1.02749
  0        0.005365             550               0               0               0               0
  0        0.005365            5500               0               0               0               0
  0        0.005365           55000               0               0               0               0
  1         0.00737               7         1.11789         5.39085         1.41271         1.41271
  1         0.00737              55         1.14921         5.80774        0.961715        0.961715
  0         0.00737             550               0               0               0               0
  0         0.00737            5500               0               0               0               0
  0         0.00737           55000               0               0               0               0
  1        0.010125               7         0.93476         4.28001        0.633704        0.633704
  1        0.010125              55        0.957856         3.80937        0.712801        0.712801
  0        0.010125             550        0.810401         505.782         4.37452         4.37452
  0        0.010125            5500               0               0               0               0
  0        0.010125           55000               0               0               0               0
  1         0.01391               7         0.64254          3.8481         1.70712         1.70712
  1         0.01391              55        0.663285         2.96167         1.21231         1.21231
  0         0.01391             550        0.556288          74.429          1.1456          1.1456
  0         0.01391            5500               0               0               0               0
  0         0.01391           55000               0               0               0               0
  1         0.01911               7        0.378355          3.8034         2.38298         2.38298
  1         0.01911              55        0.392555         2.52916         1.03776         1.03776
  1         0.01911             550        0.344112         24.0893          1.4237          1.4237
  0         0.01911            5500               0               0               0               0
  0         0.01911           55000               0               0               0               0
  1        0.026255               7        0.319301         3.23458         2.65427         2.65427
  1        0.026255              55        0.340957          1.8668         1.06478         1.06478
  1        0.026255             550         0.29181         9.95223        0.539646        0.539646
  0        0.026255            5500               0               0               0               0
  0        0.026255           55000               0               0               0               0
  1         0.03607               7        0.232006         2.96031         1.80233         1.80233
  1         0.03607              55        0.249919         1.53716         1.05876         1.05876
  1         0.03607             550          0.2073         5.32419        0.878073        0.878073
  0         0.03607            5500               0               0               0               0
  0         0.03607           55000               0               0               0               0
  1        0.049555               7        0.124394         3.07671         4.17209         4.17209
  1        0.049555              55        0.130047         1.45675        0.743154        0.743154
  1        0.049555             550        0.107895         3.56845        0.610037        0.610037
  0        0.049555            5500               0               0               0               0
  0        0.049555           55000               0               0               0               0
  1         0.06808               7        0.105877         2.72123         4.92453         4.92453
  1         0.06808              55        0.111944         1.20394        0.784706        0.784706
  1         0.06808             550       0.0904066         2.18668        0.913766        0.913766
  0         0.06808            5500               0               0               0               0
  0         0.06808           55000               0               0               0               0
  1         0.09353               7        0.079506         2.57535         8.67968         8.67968
  1         0.09353              55       0.0835988         1.05781        0.937735        0.937735
  1         0.09353             550       0.0653883         1.51067        0.327275        0.327275
  0         0.09353            5500       0.0423058         602.139         4.64104         4.64104
  0         0.09353           55000               0               0               0               0
  1          0.1285               7       0.0427858         2.73117         9.75911         9.75911
  1          0.1285              55       0.0415241         1.08899         1.11402         1.11402
  1          0.1285             550       0.0313329         1.29618        0.443069        0.443069
  0          0.1285            5500       0.0234261         53.3534        0.944779        0.944779
  0          0.1285           55000               0               0               0               0
  1         0.17654               7       0.0335506         2.82625         17.3424         17.3424
  1         0.17654              55       0.0324489          1.0075           1.071           1.071
  1         0.17654             550       0.0249862          1.0109        0.666965        0.666965
  1         0.17654            5500        0.018954         13.6468        0.857935        0.857935
  0         0.17654           55000               0               0               0               0
  1         0.24253               7       0.0247856         2.80018         21.3947         21.3947
  1         0.24253              55       0.0235505        0.941068         1.36082         1.36082
  1         0.24253             550       0.0180343        0.821793        0.340103        0.340103
  1         0.24253            5500       0.0128351         5.79409        0.572843        0.572843
  0         0.24253           55000               0               0               0               0
  1         0.33319               7       0.0126009         3.08168         13.5116         13.5116
  1         0.33319              55       0.0111532         1.06922         2.00982         2.00982
  1         0.33319             550      0.00809655        0.844614        0.352204        0.352204
  1         0.33319            5500      0.00505825         3.86395        0.507912        0.507912
  0         0.33319           55000               0               0               0               0
  1        0.457745               7       0.0071351         3.87586         24.4201         24.4201
  1        0.457745              55      0.00563378         1.21019         2.99648         2.99648
  1        0.457745             550      0.00394457        0.863477        0.504548        0.504548
  1        0.457745            5500      0.00226152         2.64497        0.531052        0.531052
  0        0.457745           55000               0               0               0               0
  1        0.628865               7      0.00494538         4.48593         13.5757         13.5757
  1        0.628865              55      0.00393278         1.17266         3.46354         3.46354
  1        0.628865             550      0.00274916        0.781121        0.772718        0.772718
  1        0.628865            5500      0.00147673         1.76532        0.479123        0.479123
  0        0.628865           55000               0               0               0               0
  1         0.86395               7      0.00201094         5.77523         40.7894         40.7894
  1         0.86395              55      0.00157688         1.52451         2.55906         2.55906
  1         0.86395             550      0.00110255        0.971744         0.67519         0.67519
  1         0.86395            5500     0.000549541         1.71697        0.679902        0.679902
  0         0.86395           55000     1.13058e-05               0               0               0
