* FASER$\nu$2 $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 142
   Reaction = 'CC nup'

   NData = 145
   NColumn = 7
   ColumnType = 'Flag',2*'Bin','Sigma',3*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor','syst:C'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_14/nu_A_1-XSFPFCC.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_m14/nub_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 3*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat           uncor          syst:C
  0        0.002845            5500               0               0               0               0
  0        0.002845           55000               0               0               0               0
  1        0.003905               7         5.03787         6.63872         1.08599         1.08599
  1        0.003905              55         5.14465         12.1483        0.952843        0.952843
  0        0.003905             550               0               0               0               0
  0        0.003905            5500               0               0               0               0
  0        0.003905           55000               0               0               0               0
  1        0.005365               7          3.2753         5.43064         0.72079         0.72079
  1        0.005365              55         3.31456         7.76282         1.10847         1.10847
  0        0.005365             550               0               0               0               0
  0        0.005365            5500               0               0               0               0
  0        0.005365           55000               0               0               0               0
  1         0.00737               7          2.1951         4.51521         1.48859         1.48859
  1         0.00737              55         2.18841          5.1261         1.02289         1.02289
  0         0.00737             550               0               0               0               0
  0         0.00737            5500               0               0               0               0
  0         0.00737           55000               0               0               0               0
  1        0.010125               7         1.84112         3.54294        0.683382        0.683382
  1        0.010125              55         1.82004         3.32207        0.781907        0.781907
  0        0.010125             550         1.49953         503.346         4.38308         4.38308
  0        0.010125            5500               0               0               0               0
  0        0.010125           55000               0               0               0               0
  1         0.01391               7         1.26656         3.16116         1.78999         1.78999
  1         0.01391              55          1.2524          2.5649         1.29081         1.29081
  0         0.01391             550         1.01264         73.4134          1.1733          1.1733
  0         0.01391            5500               0               0               0               0
  0         0.01391           55000               0               0               0               0
  1         0.01911               7        0.744877         3.11542         2.50541         2.50541
  1         0.01911              55        0.731243         2.18515         1.10776         1.10776
  1         0.01911             550        0.607927         23.3381         1.48096         1.48096
  0         0.01911            5500               0               0               0               0
  0         0.01911           55000               0               0               0               0
  1        0.026255               7        0.630186         2.62959         2.76746         2.76746
  1        0.026255              55        0.640391         1.60045         1.12209         1.12209
  1        0.026255             550        0.514961         9.43709        0.556136        0.556136
  0        0.026255            5500               0               0               0               0
  0        0.026255           55000               0               0               0               0
  1         0.03607               7        0.458106         2.39483         1.82499         1.82499
  1         0.03607              55        0.470923         1.31325         1.13731         1.13731
  1         0.03607             550        0.359811         4.96631        0.909967        0.909967
  0         0.03607            5500               0               0               0               0
  0         0.03607           55000               0               0               0               0
  1        0.049555               7        0.244842         2.49055         4.23654         4.23654
  1        0.049555              55        0.241553         1.25167          0.7883          0.7883
  1        0.049555             550        0.175394         3.31528        0.627616        0.627616
  0        0.049555            5500               0               0               0               0
  0        0.049555           55000               0               0               0               0
  1         0.06808               7        0.208773         2.18834          5.1961          5.1961
  1         0.06808              55         0.21064         1.02995        0.819071        0.819071
  1         0.06808             550         0.14668         2.01201        0.947897        0.947897
  0         0.06808            5500               0               0               0               0
  0         0.06808           55000               0               0               0               0
  1         0.09353               7        0.156827         2.05914          8.8402          8.8402
  1         0.09353              55        0.158295        0.902283        0.960671        0.960671
  1         0.09353             550        0.104275         1.38292        0.336684        0.336684
  0         0.09353            5500       0.0593981         600.842         4.65704         4.65704
  0         0.09353           55000               0               0               0               0
  1          0.1285               7       0.0840336         2.18486         9.96411         9.96411
  1          0.1285              55       0.0778653        0.936512         1.13585         1.13585
  1          0.1285             550       0.0460967         1.19902        0.452944        0.452944
  0          0.1285            5500       0.0292632         53.1791        0.951344        0.951344
  0          0.1285           55000               0               0               0               0
  1         0.17654               7        0.065992         2.24679         17.2106         17.2106
  1         0.17654              55        0.061449        0.864486         1.06893         1.06893
  1         0.17654             550       0.0378065        0.934185        0.675037        0.675037
  1         0.17654            5500       0.0240567         13.5295        0.866002        0.866002
  0         0.17654           55000               0               0               0               0
  1         0.24253               7       0.0488958         2.21144         21.5884         21.5884
  1         0.24253              55       0.0450535        0.800283         1.38134         1.38134
  1         0.24253             550       0.0284216        0.754511        0.364321        0.364321
  1         0.24253            5500       0.0165232         5.70323        0.578518        0.578518
  0         0.24253           55000               0               0               0               0
  1         0.33319               7       0.0250231         2.41446         13.7668         13.7668
  1         0.33319              55       0.0214784        0.905461         1.98901         1.98901
  1         0.33319             550       0.0130351        0.777826        0.355729        0.355729
  1         0.33319            5500      0.00628399         3.80124        0.516879        0.516879
  0         0.33319           55000               0               0               0               0
  1        0.457745               7       0.0142702         3.02726         24.9339         24.9339
  1        0.457745              55       0.0109255         1.01958         2.98916         2.98916
  1        0.457745             550      0.00645588        0.799228        0.501882        0.501882
  1        0.457745            5500      0.00269874         2.60728        0.531433        0.531433
  0        0.457745           55000               0               0               0               0
  1        0.628865               7      0.00989989         3.49522         13.6227         13.6227
  1        0.628865              55      0.00768683        0.971167         3.49943         3.49943
  1        0.628865             550      0.00472158         0.71389        0.784667        0.784667
  1        0.628865            5500      0.00180778         1.72887        0.485032        0.485032
  0        0.628865           55000               0               0               0               0
  1         0.86395               7      0.00402885         4.46722         41.9596         41.9596
  1         0.86395              55      0.00310024         1.24657           2.704           2.704
  1         0.86395             550      0.00196494        0.876466        0.716648        0.716648
  1         0.86395            5500     0.000696197         1.66897        0.674674        0.674674
  0         0.86395           55000     1.17303e-05               0               0               0
