* FASER$\nu$2_optimistic $\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 optimistic $\bar{\nu}_{\mu}$'
   IndexDataset = 144
   Reaction = 'CC nup'

   NData = 145
   NColumn = 7
   ColumnType = 'Flag',2*'Bin','Sigma',3*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor','syst:C'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_m14/nub_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 3*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2_optimistic #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2_optimistic #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2_optimistic #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2_optimistic #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat           uncor          syst:C
  0        0.002845            5500               0               0               0               0
  0        0.002845           55000               0               0               0               0
  1        0.003905               7         2.01002          13.674         1.55881         1.55881
  1        0.003905              55         2.49919         37.1559         2.84465         2.84465
  0        0.003905             550               0               0               0               0
  0        0.003905            5500               0               0               0               0
  0        0.003905           55000               0               0               0               0
  1        0.005365               7          1.2006         11.2627         2.55109         2.55109
  1        0.005365              55         1.57652         16.8904         1.56537         1.56537
  0        0.005365             550               0               0               0               0
  0        0.005365            5500               0               0               0               0
  0        0.005365           55000               0               0               0               0
  1         0.00737               7        0.765068         9.92237         2.41938         2.41938
  1         0.00737              55         1.05877          8.2736          1.2551          1.2551
  0         0.00737             550               0               0               0               0
  0         0.00737            5500               0               0               0               0
  0         0.00737           55000               0               0               0               0
  1        0.010125               7        0.627914         8.60018         2.20029         2.20029
  1        0.010125              55        0.850159         4.36713         1.37801         1.37801
  0        0.010125             550        0.692947           34600             200             200
  0        0.010125            5500               0               0               0               0
  0        0.010125           55000               0               0               0               0
  1         0.01391               7        0.426187         8.38279         1.96911         1.96911
  1         0.01391              55        0.551315          3.1825        0.789934        0.789934
  0         0.01391             550        0.444836         994.071         13.9328         13.9328
  0         0.01391            5500               0               0               0               0
  0         0.01391           55000               0               0               0               0
  1         0.01911               7        0.228981         8.91036         3.16986         3.16986
  1         0.01911              55        0.301648         3.08118          1.0281          1.0281
  0         0.01911             550        0.303389         256.082         6.32173         6.32173
  0         0.01911            5500               0               0               0               0
  0         0.01911           55000               0               0               0               0
  1        0.026255               7        0.189322         8.86061         2.17255         2.17255
  1        0.026255              55        0.249632         2.72752         2.12864         2.12864
  0        0.026255             550        0.256744          60.241         1.78728         1.78728
  0        0.026255            5500               0               0               0               0
  0        0.026255           55000               0               0               0               0
  1         0.03607               7        0.135863         11.5655         2.82948         2.82948
  1         0.03607              55        0.172108         2.84429         2.14533         2.14533
  1         0.03607             550        0.170962         19.2965         1.59219         1.59219
  0         0.03607            5500               0               0               0               0
  0         0.03607           55000               0               0               0               0
  1        0.049555               7       0.0731476         30.8284         10.1833         10.1833
  1        0.049555              55       0.0776247          3.3246         2.67754         2.67754
  1        0.049555             550       0.0750931         9.58848         1.71144         1.71144
  0        0.049555            5500               0               0               0               0
  0        0.049555           55000               0               0               0               0
  0         0.06808               7               0               0               0               0
  1         0.06808              55       0.0648933          2.9781         2.79885         2.79885
  1         0.06808             550       0.0609818         4.99076         2.27537         2.27537
  0         0.06808            5500               0               0               0               0
  0         0.06808           55000               0               0               0               0
  0         0.09353               7               0               0               0               0
  1         0.09353              55       0.0459304         2.86588         2.19819         2.19819
  1         0.09353             550       0.0412952         3.42837         1.34909         1.34909
  0         0.09353            5500               0               0               0               0
  0         0.09353           55000               0               0               0               0
  0          0.1285               7               0               0               0               0
  1          0.1285              55       0.0198335          3.4157         2.00956         2.00956
  1          0.1285             550       0.0145613         3.35471         1.33597         1.33597
  0          0.1285            5500      0.00695665         1916.18         13.9706         13.9706
  0          0.1285           55000               0               0               0               0
  0         0.17654               7               0               0               0               0
  1         0.17654              55        0.013693         3.81733           3.383           3.383
  1         0.17654             550       0.0108019         3.06021         1.52875         1.52875
  0         0.17654            5500      0.00731981          373.58         2.74948         2.74948
  0         0.17654           55000               0               0               0               0
  0         0.24253               7               0               0               0               0
  1         0.24253              55      0.00979716         4.40468         5.76557         5.76557
  1         0.24253             550      0.00777499         2.55107         1.46939         1.46939
  0         0.24253            5500      0.00564937         95.5852         2.32983         2.32983
  0         0.24253           55000               0               0               0               0
  0         0.33319               7               0               0               0               0
  1         0.33319              55       0.0044269         7.10375         5.78159         5.78159
  1         0.33319             550      0.00323743         2.72282         2.04215         2.04215
  1         0.33319            5500      0.00206443         40.4987         3.00146         3.00146
  0         0.33319           55000               0               0               0               0
  0        0.457745               7               0               0               0               0
  1        0.457745              55      0.00171712         20.6844         12.4223         12.4223
  1        0.457745             550      0.00116332         3.19701         2.70072         2.70072
  1        0.457745            5500     0.000714496         19.5027         1.49327         1.49327
  0        0.457745           55000               0               0               0               0
  0        0.628865               7               0               0               0               0
  0        0.628865              55               0               0               0               0
  1        0.628865             550     0.000817711         3.00032         4.25799         4.25799
  1        0.628865            5500     0.000426874         9.71686         3.06743         3.06743
  0        0.628865           55000               0               0               0               0
  0         0.86395               7               0               0               0               0
  0         0.86395              55               0               0               0               0
  1         0.86395             550     0.000343005         3.97918         3.83827         3.83827
  1         0.86395            5500     0.000153285          8.1477         1.59855         1.59855
  0         0.86395           55000               0               0               0               0
