* FASER$\nu$2 $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 139
   Reaction = 'CC nup'

   NData = 60
   NColumn = 5
   ColumnType = 'Flag',2*'Bin','Sigma',1*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_NU/nu_A_1-XSFPFCC_charm.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_NUB/nub_A_1-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 1*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat
  0            0.0004653642                4.499471                      -0        44360.9181927451
  0            0.0006023158                4.804296                      -0        922.756348777491
  0             0.000805487                5.295361                       0        215.867507122002
  0             0.001103386                6.165672                       0        88.4530180068871
  0             0.001199512                10.83793                       0        6592.53577861546
  1             0.001502325                6.605884        5.09548062248238        44.6969027322146
  0             0.001550446                11.82182                       0         365.24123753845
  1             0.002056204                6.711767        2.37298238085298        28.3585590772474
  0             0.002088313                13.65257                       0        110.305514812477
  1             0.002832968                 6.92208        2.09457547978646        19.6512594860127
  1             0.002868817                15.88118        4.34304525836895        45.6368278811745
  1             0.003867511                6.969445        1.50257571665456         13.120598562176
  1             0.003910165                19.23522        1.94287935152358        21.4676102866934
  1             0.005332159                6.923533        1.05423214797868        10.7364492992571
  1             0.005376057                23.72244         1.1037918219846        13.6530483215919
  1              0.00728382                6.864471       0.641461422449998         9.9222902971764
  1             0.007357012                29.85817       0.769607751111424        8.77313894849968
  1              0.01004141                7.016726       0.485555693833149        7.95329716522991
  1              0.01009387                38.41355       0.521189777371005        5.71502773634336
  0              0.01106434                 105.237                      -0        6913.46299254084
  1              0.01373133                7.059776       0.270604273538068        7.39291365562726
  1              0.01382972                44.86927       0.355189179169186        4.59467084360533
  0              0.01436363                116.4126                      -0        147.987039186662
  1              0.01893405                7.091961       0.180936196651631        8.11119646087388
  1              0.01897474                48.42158       0.227921777872942        4.04527566798803
  1              0.01947225                 131.994        0.20024811833299        45.3131968141306
  1              0.02594167                7.205886        0.11021985736079        6.74428256412303
  1              0.02598053                51.29325       0.147014520678987        3.06379609204234
  1              0.02639133                153.4399       0.126318079543039        17.2967760558758
  1              0.03557055                7.374244      0.0719540841914613        7.88941609418632
  1              0.03566166                52.28651      0.0926135638199034        2.56140297801208
  1              0.03618693                 184.134      0.0717279503196502        9.24281961599069
  0              0.04820685                7.673717                       0        9.49116868245952
  1              0.04897279                53.87375      0.0552614464273008        2.74831487118707
  1              0.04957802                226.6382      0.0435630526640413        6.57572006927362
  1              0.06715395                55.26338      0.0311648751868071        2.37445467338498
  1              0.06803198                287.6338      0.0258083755117246        4.10731342289907
  1              0.09212532                57.00281      0.0167749872732615        2.18087435079163
  1              0.09330445                 365.947      0.0129352819502737        2.92328763086463
  0               0.1052238                1035.315                       0        6826.24861690986
  1               0.1267209                60.59327     0.00846907377107747         2.6903093495801
  1               0.1276447                444.8369     0.00664238746703186         2.8961218233513
  0                0.134926                1128.952                       0        153.435825699982
  1               0.1740196                61.60985     0.00433184220752317        2.73396619131789
  1               0.1747921                487.6005     0.00333538887971701        2.43134983566306
  1               0.1799304                1270.491     0.00209038074799049        36.8473119724804
  1               0.2384199                64.61185     0.00184810147624712        2.91318955387328
  1               0.2398246                514.0246     0.00132193125737523        1.97177903661749
  1               0.2446001                1462.042    0.000743305871701918        15.0791084935536
  1               0.3266705                65.29731    0.000648056381362405        3.61378334585797
  1               0.3286942                533.5003    0.000457717449049005        2.21930905804973
  1               0.3339514                1750.704    0.000276102803652388        11.0561351436944
  1               0.4455657                66.63131    0.000244742531063127         4.7870379939034
  1               0.4516526                 539.366    0.000147260475618551        2.64441583484711
  1               0.4566834                2135.987    6.51019130519095e-05        8.69463780388729
  1                0.618063                549.8954    4.37585046083333e-05        2.45330681930537
  1               0.6238343                2648.665    1.63341613425129e-05        5.76650131590315
  1                0.847498                558.2213    8.42044688795209e-06         3.0402620314836
  1               0.8514353                3251.184    3.36036269223437e-06        5.49807274715286
  0               0.9977282                 10167.7                       0                       0
