* FASER$\nu$2_optimistic $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 optimistic $\nu_{\mu}$'
   IndexDataset = 143
   Reaction = 'CC nup'

   NData = 145
   NColumn = 6
   ColumnType = 'Flag',2*'Bin','Sigma',2*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','syst:C'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_14/nu_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 2*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat          syst:C
  0         0.00012               7               0               0               0
  0         0.00012              55               0               0               0
  0         0.00012             550               0               0               0
  0         0.00012            5500               0               0               0
  0         0.00012           55000               0               0               0
  0        0.000165               7               0               0               0
  0        0.000165              55               0               0               0
  0        0.000165             550               0               0               0
  0        0.000165            5500               0               0               0
  0        0.000165           55000               0               0               0
  0        0.000225               7               0               0               0
  0        0.000225              55               0               0               0
  0        0.000225             550               0               0               0
  0        0.000225            5500               0               0               0
  0        0.000225           55000               0               0               0
  0         0.00031               7               0               0               0
  0         0.00031              55               0               0               0
  0         0.00031             550               0               0               0
  0         0.00031            5500               0               0               0
  0         0.00031           55000               0               0               0
  0        0.000425               7              -0         2179.52         6.19048
  0        0.000425              55               0               0               0
  0        0.000425             550               0               0               0
  0        0.000425            5500               0               0               0
  0        0.000425           55000               0               0               0
  0         0.00058               7               0         320.586         2.86742
  0         0.00058              55               0               0               0
  0         0.00058             550               0               0               0
  0         0.00058            5500               0               0               0
  0         0.00058           55000               0               0               0
  0        0.000795               7               0         115.745         2.56417
  0        0.000795              55               0               0               0
  0        0.000795             550               0               0               0
  0        0.000795            5500               0               0               0
  0        0.000795           55000               0               0               0
  0        0.001095               7               0         50.5754         1.47461
  0        0.001095              55               0         989.618          3.6239
  0        0.001095             550               0               0               0
  0        0.001095            5500               0               0               0
  0        0.001095           55000               0               0               0
  1        0.001505               7         3.06764         27.5704          1.6402
  0        0.001505              55               0         163.092         1.85126
  0        0.001505             550               0               0               0
  0        0.001505            5500               0               0               0
  0        0.001505           55000               0               0               0
  1         0.00207               7         3.64227         19.0343          1.0834
  0         0.00207              55               0         63.2029         2.10236
  0         0.00207             550               0               0               0
  0         0.00207            5500               0               0               0
  0         0.00207           55000               0               0               0
  1        0.002845               7         2.37756         12.7253         1.77426
  1        0.002845              55         3.16781         28.3731        0.800281
  0        0.002845             550               0               0               0
  0        0.002845            5500               0               0               0
  0        0.002845           55000               0               0               0
  1        0.003905               7         2.27631         8.85784         1.33738
  1        0.003905              55         1.93639         14.8845        0.992887
  0        0.003905             550               0               0               0
  0        0.003905            5500               0               0               0
  0        0.003905           55000               0               0               0
  1        0.005365               7          1.4985         7.41995         2.11313
  1        0.005365              55         1.39894         9.86122        0.935776
  0        0.005365             550               0               0               0
  0        0.005365            5500               0               0               0
  0        0.005365           55000               0               0               0
  1         0.00737               7           1.057         6.30749         1.94371
  1         0.00737              55        0.894909         6.72083         1.27721
  0         0.00737             550               0               0               0
  0         0.00737            5500               0               0               0
  0         0.00737           55000               0               0               0
  1        0.010125               7        0.697461         5.05087         2.83355
  1        0.010125              55        0.664457         4.42462        0.562528
  0        0.010125             550               0          555.35          3.5461
  0        0.010125            5500               0               0               0
  0        0.010125           55000               0               0               0
  1         0.01391               7        0.493371         4.56332         2.08395
  1         0.01391              55        0.496542         3.45347         1.04745
  0         0.01391             550               0         77.8726         1.47055
  0         0.01391            5500               0               0               0
  0         0.01391           55000               0               0               0
  1         0.01911               7        0.338939         4.52779         1.66848
  1         0.01911              55        0.364445         2.93157        0.897867
  1         0.01911             550        0.364508         25.5025         1.04424
  0         0.01911            5500               0               0               0
  0         0.01911           55000               0               0               0
  1        0.026255               7        0.234884         3.94724         1.49967
  1        0.026255              55        0.245811         2.16208         0.74388
  1        0.026255             550        0.157209         10.7166        0.952943
  0        0.026255            5500               0               0               0
  0        0.026255           55000               0               0               0
  1         0.03607               7        0.165925         3.70072         2.19523
  1         0.03607              55         0.17167          1.7721        0.792135
  1         0.03607             550        0.127242         5.87069        0.786453
  0         0.03607            5500               0               0               0
  0         0.03607           55000               0               0               0
  1        0.049555               7        0.106595         4.00195         10.6304
  1        0.049555              55        0.115504         1.68282         1.33538
  1        0.049555             550        0.078173         4.00096        0.535471
  0        0.049555            5500               0               0               0
  0        0.049555           55000               0               0               0
  1         0.06808               7       0.0673819         4.01845         14.7671
  1         0.06808              55       0.0747119         1.39411        0.869247
  1         0.06808             550       0.0565446         2.47497        0.697605
  0         0.06808            5500               0               0               0
  0         0.06808           55000               0               0               0
  1         0.09353               7        0.052518         4.55916         15.8193
  1         0.09353              55       0.0477009         1.23903          1.0867
  1         0.09353             550       0.0366263         1.72163        0.362782
  0         0.09353            5500               0         648.005         3.23394
  0         0.09353           55000               0               0               0
  0          0.1285               7               0         6.65471         78.2524
  1          0.1285              55        0.030178          1.2867        0.829979
  1          0.1285             550       0.0223661         1.47961        0.462219
  0          0.1285            5500               0         54.9239        0.841335
  0          0.1285           55000               0               0               0
  0         0.17654               7               0         17.5739         110.081
  1         0.17654              55         0.01818         1.22699          2.0397
  1         0.17654             550        0.013384          1.1485        0.386994
  1         0.17654            5500      0.00878825          14.123        0.617602
  0         0.17654           55000               0               0               0
  0         0.24253               7               0         41.4383         282.843
  1         0.24253              55       0.0101421         1.17433         1.69214
  1         0.24253             550      0.00723644         0.92152        0.564502
  1         0.24253            5500      0.00507325         6.09131        0.326394
  0         0.24253           55000               0               0               0
  0         0.33319               7               0               0               0
  1         0.33319              55      0.00468404         1.39403         4.14842
  1         0.33319             550      0.00315226        0.940982        0.557308
  1         0.33319            5500      0.00199501         4.13505        0.155587
  0         0.33319           55000               0               0               0
  0        0.457745               7               0               0               0
  1        0.457745              55      0.00155319         1.61912          4.6034
  1        0.457745             550     0.000963779        0.947871        0.424273
  1        0.457745            5500     0.000489039         2.87527        0.420333
  0        0.457745           55000               0               0               0
  0        0.628865               7               0               0               0
  1        0.628865              55     0.000203116         1.70112         11.6242
  1        0.628865             550     0.000145539        0.842745        0.630174
  1        0.628865            5500     5.26154e-05         1.93297        0.412838
  0        0.628865           55000               0               0               0
  0         0.86395               7               0               0               0
  1         0.86395              55     1.74033e-05         2.24477         16.8364
  1         0.86395             550     1.00731e-05         1.02487         0.86536
  1         0.86395            5500     2.81881e-06         1.84895        0.609391
  0         0.86395           55000               0               0               0
