* FASER$\nu$2 inclusive $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 inclusive $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 141
   Reaction = 'CC nup'

   NData = 44
   NColumn = 9
   ColumnType = 'Flag',2*'Bin','Sigma',5*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const','uncor const','uncor const','flux'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_inclusive_nochargediscrimination-a1/nu_A_1-FASERv2_inclusive-XSFPFCC.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_inclusive_nochargediscrimination-a1/nub_A_1-FASERv2_inclusive-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 5*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const             uncor const             uncor const                    flux
  1             0.002095454                5.774745        11.2544777030385        10.0763634394357                1.418405                1.715095                4.581155        0.40302972808795
  1             0.002865641                6.075666        8.30691365610977        7.04333121475903                1.083025                 1.38653                 4.19793        0.40302972808795
  1             0.003935987                6.258025        6.17539465484526        5.20943927722704                 1.16531                0.952205                4.173155        0.40302972808795
  1             0.003954047                14.46167        7.06193113949867        8.51256030433848                 0.53296                2.567175                1.540265        0.40302972808795
  1             0.005394919                6.374309        4.25119876772677        4.07995891582179                0.876675                 0.86615                 3.72007        0.40302972808795
  1             0.005447586                15.80926        4.39378330394866         5.3734827717335                0.360804                  2.3104                1.024685        0.40302972808795
  1             0.007393432                6.482877        3.04939977962271        3.33904405203675               0.4359035                 3.18607                1.974425        0.40302972808795
  1             0.007461809                17.81421        3.25209945973598        3.66452482344484               0.1760235                3.324945                 1.20253        0.40302972808795
  1              0.01011717                6.570376         2.3869714289971        2.83095516047627                0.515495                1.125585                 2.13305        0.40302972808795
  1              0.01020017                20.09135        2.39747275424008        2.63573172336694                 0.10758                 2.69389                 0.97483        0.40302972808795
  1              0.01387925                6.643154        1.59750124147777        2.46472403687699                0.631055                 0.87061                 2.05906        0.40302972808795
  1              0.01398688                23.25518        1.69353844697931        1.98033613604745               0.0857605                 2.67523                1.051615        0.40302972808795
  1              0.01901717                6.731313        1.17656240954209        2.20237409230354               0.2636805                1.334385                2.472805        0.40302972808795
  1                0.019165                26.41067        1.19420392867996        1.54521532213048               0.0529135                2.627065                1.029535        0.40302972808795
  1              0.01971316                118.4432        1.01740166972483        12.2423652522606                0.580075                2.111935                  5.4205        0.40302972808795
  1              0.02588472                7.260706       0.887462155707522        2.22332753124516               0.1415955                 1.35146                 5.10285        0.40302972808795
  1              0.02630763                29.62238       0.825182538210589        1.24293161002311               0.0517745                 2.09992                1.076435        0.40302972808795
  1              0.02686504                127.8245       0.714445193339221        6.13470838294734                0.199103                1.053855                4.198305        0.40302972808795
  1              0.03530689                 8.25006       0.620725156882656        2.65349917501826               0.0975365                 1.78131                  7.9932        0.40302972808795
  1              0.03613667                32.59279       0.561586338731003        1.03295848401702               0.0703675                  1.8415                 1.27603        0.40302972808795
  1              0.03675968                137.1476       0.447080707149314        3.55932642963439                0.107634                1.077365                2.743195        0.40302972808795
  1              0.04547674                9.261471       0.479324106541442        5.04384310931831               0.3544665                 2.36653                 12.6511        0.40302972808795
