* FASER$\nu$2 inclusive $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 inclusive $\nu_{\mu}$'
   IndexDataset = 137
   Reaction = 'CC nup'

   NData = 44
   NColumn = 9
   ColumnType = 'Flag',2*'Bin','Sigma',5*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const','uncor const','uncor const','flux'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_inclusive_nu-a1/nu_A_1-FASERv2_inclusive-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 5*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const             uncor const             uncor const                    flux
  1             0.002098944                5.760209        5.80143108906996        12.5408854544389                1.758475                2.574155                  7.0657        0.40302972808795
  1             0.002866329                6.142278         4.2964259244899        8.81473110882116                  1.2895                2.155965                 6.56985        0.40302972808795
  1             0.003934565                 6.28255        3.19845564986289        6.53053863625103                1.657755                1.475935                  6.5535        0.40302972808795
  1             0.003957267                15.39579        3.82615197931255        10.3800083701741                 0.75967                3.494475                1.698895        0.40302972808795
  1             0.005394407                6.405613          2.163625980706        5.13044766547516                 1.20173                 1.33988                  5.8755        0.40302972808795
  1             0.005444005                 16.8407        2.29962382853392         6.5922380976691               0.4915155                3.247515                0.912815        0.40302972808795
  1              0.00739533                6.578439        1.54071110402393        4.21272869979006                0.509765                 5.02265                3.063365        0.40302972808795
  1             0.007468432                18.99978        1.70864497816058        4.51018061707627                0.259634                4.725335                0.528835        0.40302972808795
  1              0.01010246                6.622975          1.231378784174        3.57827106678871                0.712645                 1.75944                 3.38752        0.40302972808795
  1              0.01020643                21.31555        1.26894481198276        3.24407825847519                0.153061                3.925075                0.965895        0.40302972808795
  1              0.01387644                6.678367       0.791140012544371         3.1219819504419                 0.90475                  1.3903                 3.30088        0.40302972808795
  1              0.01398994                24.64978       0.922413503062591         2.4402669299923                0.126398                 3.90731                 1.14703        0.40302972808795
  1              0.01903351                6.749177       0.577226294480476        2.78943740336007                0.334692                2.136015                 3.96434        0.40302972808795
  1              0.01918148                27.89145       0.631511999838992        1.90159887398233                0.077186                 3.89303                  1.3257        0.40302972808795
  1              0.01967514                124.0589       0.570527543282165        13.7113031848737                0.709135                2.596155                 6.77885        0.40302972808795
  1              0.02585326                 7.27986       0.437598687543698        2.81663924889919                0.192936                2.147305                 8.18395        0.40302972808795
  1              0.02632834                 31.2484        0.43461223651356        1.52688388235729               0.0754035                3.158455                1.603805        0.40302972808795
  1              0.02683207                134.3092       0.409960224967414        7.01570871902468               0.2473615                 1.28628                 5.46835        0.40302972808795
  1              0.03530444                8.290194       0.298174475720136        3.35669389265281               0.1437115                 2.64736                 12.7473        0.40302972808795
  1              0.03613784                34.86483       0.292468510039013        1.26247336801676                0.104737                 2.74639                1.899785        0.40302972808795
  1              0.03673336                145.4416       0.258182277995619        4.11218614108417               0.1394095                 1.35075                3.628165        0.40302972808795
  1              0.04556177                9.262328       0.229473336015493        6.35429028853675                0.535045                3.734615                 20.0749        0.40302972808795
  1              0.04955608                37.94208       0.203458518321545        1.07581006325735               0.0522105                1.983695                  2.8709        0.40302972808795
  1              0.05021945                160.7253       0.171660171024884        2.64171584710128                0.166919                1.226595                1.492815        0.40302972808795
  1               0.0677186                42.96062       0.137357255013307       0.976305426215096                0.059202                0.843895                 3.51976        0.40302972808795
  1              0.06878869                177.2603       0.115847605486981        1.77869842504102               0.0790945                 0.61178                 0.54798        0.40302972808795
  1              0.09283475                48.87807      0.0914676931555742       0.926820006482484              0.03538075                1.522205                3.942845        0.40302972808795
  1              0.09407254                200.1194      0.0772978957517666        1.29308991179819                0.059776                 1.43205                 0.64363        0.40302972808795
  1               0.1273115                55.11162      0.0561995365791754       0.906077010881432               0.0348255                4.664075                4.865305        0.40302972808795
  1               0.1289536                226.6702      0.0481693752664512       0.993266448758059              0.02481615                 3.69527                1.373075        0.40302972808795
  1               0.1745949                62.02153      0.0371283840377521       0.939863345002255                0.019309                 7.42165                  5.6587        0.40302972808795
  1               0.1767095                254.9639      0.0274267049978836       0.812293582275322              0.02576695                 6.25255                 2.10633        0.40302972808795
  1               0.1819365                1208.582      0.0226666075290561        8.03564033996437               0.2754235                  6.1483                 13.3644        0.40302972808795
  1               0.2383653                69.80233      0.0173921414081168        1.07837409390807              0.04014395                  9.8829                 6.77455        0.40302972808795
  1               0.2416255                285.5438      0.0143539831874063        0.73075372211897              0.01786925                  8.5152                 2.61959        0.40302972808795
  1               0.2471371                1289.417      0.0100006769237598        4.45536140164015               0.0998425                  7.3936                  6.5318        0.40302972808795
