* FASER$\nu$2 inclusive $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 inclusive $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 141
   Reaction = 'CC nup'

   NData = 44
   NColumn = 9
   ColumnType = 'Flag',2*'Bin','Sigma',5*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const','uncor const','uncor const','flux'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_inclusive_nochargediscrimination-a1/nu_A_1-FASERv2_inclusive-XSFPFCC.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_inclusive_nochargediscrimination-a1/nub_A_1-FASERv2_inclusive-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 5*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const             uncor const             uncor const                    flux
  1             0.002095454                5.774745        11.2864709475324        7.12506491772519                1.418405                1.715095                4.581155        5.74810853214874
  1             0.002865641                6.075666        8.30354898308777        4.98038726409899                1.083025                 1.38653                 4.19793        5.74810853214874
  1             0.003935987                6.258025         6.1616555555231        3.68362983910679                 1.16531                0.952205                4.173155        5.74810853214874
  1             0.003954047                14.46167         6.9421327225495        6.01928911645716                 0.53296                2.567175                1.540265        5.74810853214874
  1             0.005394919                6.374309        4.25154344155125         2.8849666163401                0.876675                 0.86615                 3.72007        5.74810853214874
  1             0.005447586                15.80926         4.4148676859658        3.79962610648184                0.360804                  2.3104                1.024685        5.74810853214874
  1             0.007393432                6.482877        3.04007235301991        2.36106069187579               0.4359035                 3.18607                1.974425        5.74810853214874
  1             0.007461809                17.81421        3.25166482915443        2.59121035248428               0.1760235                3.324945                 1.20253        5.74810853214874
  1              0.01011717                6.570376        2.40682217122831        2.00178759120782                0.515495                1.125585                 2.13305        5.74810853214874
  1              0.01020017                20.09135         2.4172645316565        1.86374377498127                 0.10758                 2.69389                 0.97483        5.74810853214874
  1              0.01387925                6.643154         1.5795545675012         1.7428230802292                0.631055                 0.87061                 2.05906        5.74810853214874
  1              0.01398688                23.25518        1.72211647744631        1.40030911082792               0.0857605                 2.67523                1.051615        5.74810853214874
  1              0.01901717                6.731313         1.1697626598246         1.5573136553774               0.2636805                1.334385                2.472805        5.74810853214874
  1                0.019165                26.41067         1.2107176731916        1.09263223267182               0.0529135                2.627065                1.029535        5.74810853214874
  1              0.01971316                118.4432        1.01263590403442        8.65665948763603                0.580075                2.111935                  5.4205        5.74810853214874
  1              0.02588472                7.260706       0.891169084837361         1.5721299741422               0.1415955                 1.35146                 5.10285        5.74810853214874
  1              0.02630763                29.62238       0.838771792470776       0.878885369998455               0.0517745                 2.09992                1.076435        5.74810853214874
  1              0.02686504                127.8245       0.708917674341906        4.33789389818402                0.199103                1.053855                4.198305        5.74810853214874
  1              0.03530689                 8.25006       0.620338007748373        1.87630726052832               0.0975365                 1.78131                  7.9932        5.74810853214874
  1              0.03613667                32.59279       0.562463886468194       0.730411948732613               0.0703675                  1.8415                 1.27603        5.74810853214874
  1              0.03675968                137.1476        0.44691239843772        2.51682385485098                0.107634                1.077365                2.743195        5.74810853214874
  1              0.04547674                9.261471       0.479148130334837        3.56653566584002               0.3544665                 2.36653                 12.6511        5.74810853214874
