* FASER$\nu$2 charm $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 charm $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 142
   Reaction = 'CC nup'

   NData = 40
   NColumn = 9
   ColumnType = 'Flag',2*'Bin','Sigma',5*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const','uncor const','uncor const','flux'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_charm_nochargediscrimination-a1/nu_A_1-FASERv2_charm-XSFPFCC_charm.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_charm_nochargediscrimination-a1/nub_A_1-FASERv2_charm-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 5*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const             uncor const             uncor const                    flux
  1             0.002861446                6.125787        3.16167454444079        8.29111509359642                 0.99265                1.184955                 4.23107        5.74810853214874
  1              0.00393219                6.352311        2.25666056422664        6.22693196825749                 1.03867                0.882215                 3.85929        5.74810853214874
  1             0.003961696                14.46569        2.83750764364094        9.46283555987761               0.2638855                2.177795                 1.31907        5.74810853214874
  1             0.005388843                6.467038        1.66183836393869        4.99049622837742                0.735775               0.3024045                 3.42178        5.74810853214874
  1             0.005448555                16.00655        1.79012437363038        6.08267333436437                0.221752                 1.52714                0.674975        5.74810853214874
  1             0.007384477                6.583809        1.02541809095808        4.19430309133188                0.500395                1.041905                 2.15451        5.74810853214874
  1             0.007448337                18.18424        1.23401413274358        4.22335505252024               0.1167395                 1.62668                0.833725        5.74810853214874
  1              0.01009093                6.690378       0.720038425653125        3.67097793507062               0.4043145               0.4933115                 1.91358        5.74810853214874
  1              0.01019669                20.73814       0.928008205121334        3.10476783540215               0.0608645                0.821525                 0.92729        5.74810853214874
  1              0.01383823                6.770906       0.505826266154116         3.3414374078871                 0.58584                1.551695                2.102225        5.74810853214874
  1              0.01396199                24.26331       0.592910169741215        2.41032786932866              0.03614655                0.379833                 0.88271        5.74810853214874
  1              0.01894794                6.871934        0.33537801242635        3.14904033517614                0.211765                 2.02443                2.635695        5.74810853214874
  1              0.01912659                 27.9014       0.394841901506565        1.93996980933818              0.03820505                0.523415                 1.22828        5.74810853214874
  1              0.02581723                7.362855       0.213562364747207        3.35146188931535               0.1431185                2.376945                4.478105        5.74810853214874
  1              0.02625389                31.59091       0.255523620354071        1.63466600611544               0.0278879                 1.46275                 1.80467        5.74810853214874
  1              0.02687876                128.0297       0.248360267818918        7.60391322447847               0.0985205                 1.19941                 3.51518        5.74810853214874
  1              0.03523171                8.296967       0.137477993044019        4.23599524995685               0.1134655                1.795055                  6.5835        5.74810853214874
  1              0.03603931                35.26657        0.16075491572938        1.44046950369414               0.0347358                1.870175                1.987055        5.74810853214874
  1              0.03671495                138.1391       0.142041314354226        4.64395047606478               0.0904265                1.707835                2.244785        5.74810853214874
  1              0.04539647                9.259013      0.0879741848229827        8.42875604140158               0.2576655                1.688475                10.60175        5.74810853214874
  1              0.04933452                38.61565      0.0921768966907922        1.32357994788555                0.015852                 2.19752                 2.37925        5.74810853214874
