* FASER$\nu$ $\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$ $\bar{\nu}_{\mu}$'
   IndexDataset = 138
   Reaction = 'CC nup'

   NData = 145
   NColumn = 6
   ColumnType = 'Flag',2*'Bin','Sigma',2*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv_m14/nub_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 2*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat           uncor
  0         0.00012               7               0               0               0
  0         0.00012              55               0               0               0
  0         0.00012             550               0               0               0
  0         0.00012            5500               0               0               0
  0         0.00012           55000               0               0               0
  0        0.000165               7               0               0               0
  0        0.000165              55               0               0               0
  0        0.000165             550               0               0               0
  0        0.000165            5500               0               0               0
  0        0.000165           55000               0               0               0
  0        0.000225               7               0               0               0
  0        0.000225              55               0               0               0
  0        0.000225             550               0               0               0
  0        0.000225            5500               0               0               0
  0        0.000225           55000               0               0               0
  0         0.00031               7               0               0               0
  0         0.00031              55               0               0               0
  0         0.00031             550               0               0               0
  0         0.00031            5500               0               0               0
  0         0.00031           55000               0               0               0
  0        0.000425               7              -0           24900               0
  0        0.000425              55               0               0               0
  0        0.000425             550               0               0               0
  0        0.000425            5500               0               0               0
  0        0.000425           55000               0               0               0
  0         0.00058               7               0         3386.21         11.4943
  0         0.00058              55               0               0               0
  0         0.00058             550               0               0               0
  0         0.00058            5500               0               0               0
  0         0.00058           55000               0               0               0
  0        0.000795               7               0         1221.79          11.194
  0        0.000795              55               0               0               0
  0        0.000795             550               0               0               0
  0        0.000795            5500               0               0               0
  0        0.000795           55000               0               0               0
  0        0.001095               7               0         490.636          13.144
  0        0.001095              55               0         9518.18         9.09091
  0        0.001095             550               0               0               0
  0        0.001095            5500               0               0               0
  0        0.001095           55000               0               0               0
  0        0.001505               7              -0         249.428         14.8812
  0        0.001505              55              -0          1786.9         10.8626
  0        0.001505             550               0               0               0
  0        0.001505            5500               0               0               0
  0        0.001505           55000               0               0               0
  0         0.00207               7               0         164.204          16.078
  0         0.00207              55              -0         688.847         10.1092
  0         0.00207             550               0               0               0
  0         0.00207            5500               0               0               0
  0         0.00207           55000               0               0               0
  0        0.002845               7              -0         104.633         18.2803
  0        0.002845              55               0         283.795         12.9108
  0        0.002845             550               0               0               0
  0        0.002845            5500               0               0               0
  0        0.002845           55000               0               0               0
  0        0.003905               7               0         75.6606         16.9995
  0        0.003905              55               0         132.127          16.843
  0        0.003905             550               0               0               0
  0        0.003905            5500               0               0               0
  0        0.003905           55000               0               0               0
  0        0.005365               7               0          68.999         13.8142
  0        0.005365              55               0          79.311         20.1908
  0        0.005365             550               0               0               0
  0        0.005365            5500               0               0               0
  0        0.005365           55000               0               0               0
  0         0.00737               7               0         63.9107         10.1098
  1         0.00737              55        0.213345          48.816         22.5061
  0         0.00737             550               0               0               0
  0         0.00737            5500               0               0               0
  0         0.00737           55000               0               0               0
  0        0.010125               7               0         56.1242         4.76141
  1        0.010125              55        0.390857         30.0156         23.7797
  0        0.010125             550              -0         5996.43         7.14286
  0        0.010125            5500               0               0               0
  0        0.010125           55000               0               0               0
  0         0.01391               7               0          53.911         2.72592
  1         0.01391              55         0.48106         23.5325         23.8544
  0         0.01391             550               0          986.66         5.84226
  0         0.01391            5500               0               0               0
  0         0.01391           55000               0               0               0
  0         0.01911               7               0         56.8639          4.0645
  1         0.01911              55        0.475298         22.1514         21.7828
  0         0.01911             550               0         348.693         5.11854
  0         0.01911            5500               0               0               0
  0         0.01911           55000               0               0               0
  0        0.026255               7               0         55.5197         7.85987
  1        0.026255              55        0.250673         18.6844         18.1564
  0        0.026255             550              -0         139.478         6.15139
  0        0.026255            5500               0               0               0
  0        0.026255           55000               0               0               0
  0         0.03607               7               0          71.228         15.6054
  1         0.03607              55        0.211192         18.0655         12.1196
  0         0.03607             550               0         71.2278         9.91035
  0         0.03607            5500               0               0               0
  0         0.03607           55000               0               0               0
  0        0.049555               7               0         180.065         24.2956
  1        0.049555              55        0.144124         20.8866         4.38921
  0        0.049555             550      -0.0287194         48.6538         13.2653
  0        0.049555            5500               0               0               0
  0        0.049555           55000               0               0               0
  0         0.06808               7               0               0               0
  1         0.06808              55       0.0804992         19.2339         3.25661
  1         0.06808             550       0.0326932         29.8458         14.3359
  0         0.06808            5500               0               0               0
  0         0.06808           55000               0               0               0
  0         0.09353               7               0               0               0
  1         0.09353              55       0.0473169         18.2235         4.29111
  1         0.09353             550       0.0280559         21.7372         13.0329
  0         0.09353            5500               0           13050         16.6667
  0         0.09353           55000               0               0               0
  0          0.1285               7               0               0               0
  1          0.1285              55       0.0330602         21.7912         8.52863
  1          0.1285             550       0.0133617          22.141         9.13279
  0          0.1285            5500               0         1460.77         8.10235
  0          0.1285           55000               0               0               0
  0         0.17654               7               0               0               0
  1         0.17654              55       0.0262321         24.0569         14.6085
  1         0.17654             550        0.010481         19.8486         2.35207
  0         0.17654            5500              -0         440.046         15.2208
  0         0.17654           55000               0               0               0
  0         0.24253               7               0               0               0
  1         0.24253              55       0.0221318         26.8439         22.9908
  1         0.24253             550      0.00855124         16.6341         2.70424
  0         0.24253            5500               0         188.788         17.0112
  0         0.24253           55000               0               0               0
  0         0.33319               7               0               0               0
  1         0.33319              55       0.0108141         42.3079         39.4748
  1         0.33319             550       0.0037396         17.5643         2.85795
  0         0.33319            5500               0         129.686         8.10138
  0         0.33319           55000               0               0               0
  0        0.457745               7               0               0               0
  0        0.457745              55               0         105.952         83.2961
  1        0.457745             550      0.00122444         19.8764         8.75963
  0        0.457745            5500               0         90.7273         4.01943
  0        0.457745           55000               0               0               0
  0        0.628865               7               0               0               0
  0        0.628865              55               0               0               0
  1        0.628865             550     0.000360865         18.6697         15.1093
  0        0.628865            5500              -0         53.8572         5.88097
  0        0.628865           55000               0               0               0
  0         0.86395               7               0               0               0
  0         0.86395              55               0               0               0
  1         0.86395             550     2.58116e-05         24.5269         20.8604
  1         0.86395            5500     2.26832e-06         49.0304         6.73258
  0         0.86395           55000               0               0               0
