FASERV	0	47
   1	DIS	7.450000000000e-03	3.320000000000e+01	4.038710000000e+03	-1.251787145610e-01	3.489130000000e+00	
   2	DIS	1.021000000000e-02	4.220000000000e+01	3.951900000000e+03	4.854868341180e+00	4.250050000000e+00	
   3	DIS	1.398000000000e-02	4.770000000000e+01	3.764240000000e+03	-2.251982788413e+00	4.789190000000e+00	
   4	DIS	1.917000000000e-02	5.040000000000e+01	3.554720000000e+03	-1.010655235597e+00	5.249840000000e+00	
   5	DIS	1.957000000000e-02	1.364000000000e+02	4.714400000000e+03	-8.939945918538e-02	3.783460000000e+00	
   6	DIS	2.626000000000e-02	7.000000000000e+00	2.920890000000e+03	3.581625958165e+00	3.462780000000e+00	
   7	DIS	2.631000000000e-02	5.200000000000e+01	3.379790000000e+03	2.466410778288e+00	6.704360000000e+00	
   8	DIS	2.671000000000e-02	1.618000000000e+02	4.468220000000e+03	2.037162798638e+00	5.848890000000e+00	
   9	DIS	3.608000000000e-02	7.000000000000e+00	2.900500000000e+03	4.835315735533e-01	3.749800000000e+00	
  10	DIS	3.612000000000e-02	5.290000000000e+01	3.242940000000e+03	-1.555754701811e+00	7.811280000000e+00	
  11	DIS	3.658000000000e-02	1.971000000000e+02	4.289310000000e+03	-9.192069444989e-01	7.437830000000e+00	
  12	DIS	4.956000000000e-02	7.000000000000e+00	2.887350000000e+03	-2.392295438145e+00	3.626630000000e+00	
  13	DIS	4.960000000000e-02	5.360000000000e+01	3.138860000000e+03	-2.343470534801e+00	8.046530000000e+00	
  14	DIS	5.016000000000e-02	2.454000000000e+02	4.156800000000e+03	-4.909105112986e-01	8.010210000000e+00	
  15	DIS	6.809000000000e-02	7.000000000000e+00	2.876400000000e+03	2.826893876835e+00	4.068960000000e+00	
  16	DIS	6.813000000000e-02	5.400000000000e+01	3.063020000000e+03	1.132586700034e+00	9.725680000000e+00	
  17	DIS	6.882000000000e-02	3.118000000000e+02	4.059310000000e+03	-6.892486510496e+00	9.917420000000e+00	
  18	DIS	9.354000000000e-02	7.000000000000e+00	2.869860000000e+03	2.041858672057e+00	4.337220000000e+00	
  19	DIS	9.358000000000e-02	5.430000000000e+01	3.005850000000e+03	-2.818876099777e+00	1.106929000000e+01	
  20	DIS	9.443000000000e-02	4.003000000000e+02	3.981310000000e+03	-1.525257482082e+00	1.132562000000e+01	
  21	DIS	1.285000000000e-01	7.000000000000e+00	2.864380000000e+03	-8.676893815433e-01	4.060720000000e+00	
  22	DIS	1.285400000000e-01	5.450000000000e+01	2.963510000000e+03	1.621654695492e+00	1.086791000000e+01	
  23	DIS	1.292200000000e-01	4.668000000000e+02	3.817430000000e+03	-2.517933524743e+00	1.143933000000e+01	
  24	DIS	1.347600000000e-01	1.147000000000e+03	5.127480000000e+03	-1.397505698037e+00	4.194170000000e+00	
  25	DIS	1.765400000000e-01	7.000000000000e+00	2.859330000000e+03	-1.732505266604e+00	4.248950000000e+00	
  26	DIS	1.765800000000e-01	5.460000000000e+01	2.932440000000e+03	-1.492660095200e+00	1.198186000000e+01	
  27	DIS	1.771500000000e-01	4.988000000000e+02	3.604760000000e+03	-4.876759366882e+00	1.366896000000e+01	
  28	DIS	1.812100000000e-01	1.312600000000e+03	4.786670000000e+03	1.058174961928e+00	7.767820000000e+00	
  29	DIS	2.425400000000e-01	7.000000000000e+00	2.856820000000e+03	6.363361175116e-01	4.360120000000e+00	
  30	DIS	2.425800000000e-01	5.470000000000e+01	2.910420000000e+03	-1.055218930379e+00	1.288822000000e+01	
  31	DIS	2.430800000000e-01	5.167000000000e+02	3.419780000000e+03	-5.152021286120e+00	1.599286000000e+01	
  32	DIS	2.470300000000e-01	1.547700000000e+03	4.522860000000e+03	2.651146261119e-01	1.127012000000e+01	
  33	DIS	3.331900000000e-01	7.000000000000e+00	2.854760000000e+03	1.957978853776e+00	3.724470000000e+00	
  34	DIS	3.332200000000e-01	5.480000000000e+01	2.893190000000e+03	3.855156143547e+00	1.118612000000e+01	
  35	DIS	3.337100000000e-01	5.274000000000e+02	3.273100000000e+03	2.330142010566e-01	1.478610000000e+01	
  36	DIS	3.381100000000e-01	1.871800000000e+03	4.330980000000e+03	4.675784212843e+00	1.124948000000e+01	
  37	DIS	4.577300000000e-01	7.000000000000e+00	2.855480000000e+03	-2.200572387794e+00	3.347810000000e+00	
  38	DIS	4.577600000000e-01	5.490000000000e+01	2.881450000000e+03	6.873368287101e+00	1.021553000000e+01	
  39	DIS	4.582300000000e-01	5.343000000000e+02	3.162830000000e+03	1.248545715876e+00	1.457094000000e+01	
  40	DIS	4.634600000000e-01	2.318100000000e+03	4.186720000000e+03	4.429606027991e+00	1.184518000000e+01	
  41	DIS	6.288300000000e-01	7.000000000000e+00	2.855380000000e+03	-7.726190163776e-01	3.257410000000e+00	
  42	DIS	6.289300000000e-01	5.490000000000e+01	2.872470000000e+03	2.769351585620e+00	1.032479000000e+01	
  43	DIS	6.293400000000e-01	5.389000000000e+02	3.079640000000e+03	-1.284867481379e+00	1.603883000000e+01	
  44	DIS	6.359400000000e-01	2.933500000000e+03	4.080130000000e+03	6.369523778277e+00	1.321785000000e+01	
  45	DIS	8.640500000000e-01	5.490000000000e+01	2.866290000000e+03	-1.403053896859e+00	7.546700000000e+00	
  46	DIS	8.644000000000e-01	5.420000000000e+02	3.017720000000e+03	1.270223099827e+00	1.261898000000e+01	
  47	DIS	8.727600000000e-01	3.773400000000e+03	4.003020000000e+03	9.575819068235e-01	1.013689000000e+01	
