FASERVBAR	0	28
   1	DIS	1.917000000000e-02	5.040000000000e+01	3.554510000000e+03	-1.162518476553e+00	3.386420000000e+00	
   2	DIS	2.631000000000e-02	5.200000000000e+01	3.380300000000e+03	-5.951646687703e-02	4.424590000000e+00	
   3	DIS	3.612000000000e-02	5.290000000000e+01	3.243450000000e+03	3.005962022433e+00	5.195470000000e+00	
   4	DIS	3.658000000000e-02	1.971000000000e+02	4.288100000000e+03	2.508589190659e+00	3.629110000000e+00	
   5	DIS	4.961000000000e-02	5.360000000000e+01	3.139580000000e+03	4.495227873470e+00	5.199350000000e+00	
   6	DIS	5.015000000000e-02	2.454000000000e+02	4.156610000000e+03	1.371378809377e+00	3.819610000000e+00	
   7	DIS	6.813000000000e-02	5.400000000000e+01	3.061360000000e+03	3.505820227029e+00	6.382820000000e+00	
   8	DIS	6.882000000000e-02	3.118000000000e+02	4.059540000000e+03	4.247970433549e+00	4.899630000000e+00	
   9	DIS	9.354000000000e-02	7.000000000000e+00	2.868840000000e+03	1.811020482328e+00	3.333030000000e+00	
  10	DIS	9.358000000000e-02	5.430000000000e+01	3.005470000000e+03	-7.478526215357e-01	7.294650000000e+00	
  11	DIS	9.443000000000e-02	4.004000000000e+02	3.982060000000e+03	2.967181654903e-01	5.654710000000e+00	
  12	DIS	1.285500000000e-01	5.450000000000e+01	2.962970000000e+03	-2.226318554290e+00	6.833360000000e+00	
  13	DIS	1.292200000000e-01	4.669000000000e+02	3.817620000000e+03	-2.534802254955e+00	5.195910000000e+00	
  14	DIS	1.765400000000e-01	7.000000000000e+00	2.859740000000e+03	8.033047849516e-01	3.259770000000e+00	
  15	DIS	1.765800000000e-01	5.460000000000e+01	2.932330000000e+03	2.382780661064e+00	7.582210000000e+00	
  16	DIS	1.771500000000e-01	4.989000000000e+02	3.605030000000e+03	1.150167733765e+00	6.189090000000e+00	
  17	DIS	2.425400000000e-01	7.000000000000e+00	2.856820000000e+03	-6.190616641224e-01	3.411590000000e+00	
  18	DIS	2.425700000000e-01	5.470000000000e+01	2.910610000000e+03	5.908638599982e+00	8.349060000000e+00	
  19	DIS	2.430700000000e-01	5.167000000000e+02	3.420470000000e+03	4.477935668991e-03	7.463590000000e+00	
  20	DIS	3.332400000000e-01	5.480000000000e+01	2.893740000000e+03	2.282530846183e+00	7.185560000000e+00	
  21	DIS	3.337000000000e-01	5.274000000000e+02	3.273930000000e+03	-2.464074065230e+00	6.592710000000e+00	
  22	DIS	4.578000000000e-01	5.490000000000e+01	2.882770000000e+03	-2.972797198537e-01	6.569420000000e+00	
  23	DIS	4.582100000000e-01	5.344000000000e+02	3.162220000000e+03	5.390871141509e-01	6.179100000000e+00	
  24	DIS	6.289100000000e-01	5.490000000000e+01	2.872750000000e+03	2.640419258606e+00	6.923100000000e+00	
  25	DIS	6.293300000000e-01	5.391000000000e+02	3.079580000000e+03	2.573514197138e+00	7.284750000000e+00	
  26	DIS	6.358900000000e-01	2.931200000000e+03	4.079160000000e+03	7.543899988710e-01	3.247210000000e+00	
  27	DIS	8.640100000000e-01	5.490000000000e+01	2.866290000000e+03	1.593324949424e+00	5.247880000000e+00	
  28	DIS	8.643900000000e-01	5.421000000000e+02	3.018160000000e+03	-1.205961479881e+00	6.050510000000e+00	
